flight_id,avg_boarding_no,total_boarding_passes
6944,24.0000,47
6947,28.5000,56
6948,23.5000,46
6952,27.0000,53
6955,38.5000,76
6963,27.5000,54
6966,28.0000,55
6968,7.0000,13
6974,6.0000,11
6975,7.5000,14
6978,5.0000,9
6980,6.0000,11
6981,7.0000,13
6983,8.0000,15
6984,6.5000,12
6986,5.0000,9
6987,5.5000,10
6991,5.5000,10
6992,5.5000,10
6993,5.0000,9
6995,7.0000,13
6996,6.5000,12
6997,6.5000,12
7001,7.5000,14
7002,7.0000,13
7003,5.0000,9
7009,7.0000,13
7010,5.0000,9
7014,5.5000,10
7015,6.0000,11
7016,7.0000,13
7017,5.5000,10
7020,6.5000,12
7021,4.0000,7
7022,5.0000,9
7025,7.0000,13
7026,5.5000,10
7028,6.0000,11
7029,54.0000,107
7031,50.5000,100
7034,60.0000,119
7035,62.0000,123
7036,49.5000,98
7037,59.5000,118
7038,49.5000,98
7040,61.5000,122
7042,59.5000,118
7043,59.5000,118
7044,61.0000,121
7049,62.5000,124
7050,61.5000,122
7053,61.5000,122
7054,49.0000,97
7055,63.5000,126
7057,49.0000,97
7059,62.0000,123
7061,59.5000,118
7062,64.5000,128
7064,55.0000,109
7066,56.0000,111
7070,48.5000,96
7071,62.5000,124
7072,48.5000,96
7076,62.0000,123
7077,59.0000,117
7078,63.5000,126
7079,65.5000,130
7080,59.5000,118
7089,65.5000,130
7091,15.0000,29
7092,14.0000,27
7093,17.0000,33
7095,24.0000,47
7098,13.0000,25
7099,18.5000,36
7104,15.0000,29
7107,14.5000,28
7108,25.5000,50
7109,22.0000,43
7110,22.0000,43
7111,24.0000,47
7112,16.0000,31
7113,19.5000,38
7115,18.5000,36
7118,23.5000,46
7120,20.5000,40
7122,29.0000,57
7124,18.5000,36
7126,21.0000,41
7127,21.0000,41
7130,13.0000,25
7131,13.0000,25
7132,24.5000,48
7135,22.0000,43
7136,22.5000,44
7139,16.5000,32
7143,21.0000,41
7144,13.0000,25
7145,23.0000,45
7148,20.0000,39
7152,35.5000,70
7153,48.5000,96
7154,38.5000,76
7155,25.5000,50
7156,48.0000,95
7160,24.5000,48
7162,37.5000,74
7164,48.5000,96
7165,39.0000,77
7173,14.0000,27
7176,10.0000,19
7177,14.0000,27
7178,12.5000,24
7179,9.0000,17
7180,12.5000,24
7184,12.5000,24
7186,7.5000,14
7187,11.0000,21
7188,10.0000,19
7189,11.5000,22
7192,9.5000,18
7193,8.5000,16
7194,9.5000,18
7197,10.5000,20
7200,12.5000,24
7202,7.5000,14
7204,14.5000,28
7206,13.5000,26
7209,10.0000,19
7211,12.0000,23
7212,12.5000,24
7214,12.0000,23
7215,9.5000,18
7216,8.5000,16
7218,9.5000,18
7223,11.5000,22
7224,10.0000,19
7226,8.0000,15
7227,19.0000,37
7228,8.5000,16
7230,5.0000,9
7231,3.0000,5
7232,2.0000,3
7233,3.0000,5
7234,5.0000,9
7235,5.0000,9
7236,2.0000,3
7237,3.0000,5
7240,4.5000,8
7241,3.5000,6
7242,3.0000,5
7244,4.5000,8
7245,3.0000,5
7246,3.5000,6
7248,4.0000,7
7253,3.5000,6
7255,1.5000,2
7257,3.0000,5
7258,4.0000,7
7260,4.0000,7
7263,2.0000,3
7266,3.0000,5
7267,2.5000,4
7272,2.5000,4
7274,5.0000,9
7278,3.0000,5
7280,3.0000,5
7282,3.0000,5
7285,3.0000,5
7287,6.0000,11
7288,3.5000,6
7291,44.0000,87
7292,44.0000,87
7293,45.0000,89
7294,46.0000,91
7295,45.5000,90
7296,43.0000,85
7297,45.5000,90
7299,45.5000,90
7302,48.5000,96
7305,48.0000,95
7308,46.5000,92
7309,48.0000,95
7310,43.5000,86
7311,46.0000,91
7312,48.5000,96
7316,43.0000,85
7317,44.5000,88
7323,41.0000,81
7326,47.5000,94
7327,48.5000,96
7331,44.0000,87
7332,37.0000,73
7333,41.0000,81
7335,42.0000,83
7337,46.5000,92
7339,49.0000,97
7342,48.0000,95
7346,48.0000,95
7348,45.5000,90
7349,44.0000,87
7350,45.0000,89
7351,42.5000,84
7352,35.5000,70
7354,32.0000,63
7357,36.0000,71
7358,38.0000,75
7362,42.0000,83
7363,47.5000,94
7364,28.5000,56
7366,40.0000,79
7368,43.0000,85
7371,31.0000,61
7372,48.0000,95
7377,31.0000,61
7379,43.5000,86
7382,34.5000,68
7383,43.0000,85
7385,37.0000,73
7386,37.0000,73
7388,31.5000,62
7390,38.5000,76
7392,41.5000,82
7395,43.5000,86
7396,45.5000,90
7397,39.5000,78
7398,34.5000,68
7400,30.5000,60
7401,40.0000,79
7402,46.0000,91
7404,40.0000,79
7405,42.0000,83
7409,42.0000,83
7418,39.5000,78
7419,39.0000,77
7420,37.5000,74
7422,40.5000,80
7423,41.0000,81
7425,45.0000,89
7427,47.0000,93
7428,43.0000,85
7430,43.5000,86
7431,37.5000,74
7435,38.0000,75
7436,42.0000,83
7437,43.0000,85
7438,46.5000,92
7439,44.5000,88
7440,42.5000,84
7445,40.5000,80
7446,43.5000,86
7447,44.0000,87
7449,44.0000,87
7450,44.5000,88
7451,36.0000,71
7456,29.0000,57
7458,38.0000,75
7460,42.5000,84
7461,38.5000,76
7462,43.5000,86
7464,40.5000,80
7465,39.0000,77
7468,42.0000,83
7469,42.5000,84
7475,8.5000,16
7477,6.0000,11
7478,7.0000,13
7479,9.5000,18
7481,9.5000,18
7482,11.0000,21
7483,9.0000,17
7484,11.0000,21
7485,7.5000,14
7487,11.0000,21
7488,10.5000,20
7489,9.5000,18
7490,11.0000,21
7491,7.5000,14
7494,8.5000,16
7501,7.0000,13
7504,10.0000,19
7505,10.5000,20
7507,6.5000,12
7509,9.5000,18
7514,9.0000,17
7516,9.0000,17
7518,9.0000,17
7519,8.5000,16
7520,7.0000,13
7521,7.5000,14
7523,5.5000,10
7525,10.0000,19
7526,11.0000,21
7530,6.0000,11
7533,8.5000,16
7534,42.0000,83
7535,15.5000,30
7536,12.0000,23
7546,43.0000,85
7549,13.0000,25
7568,12.0000,23
7569,42.5000,84
7571,12.0000,23
7572,43.5000,86
7574,21.5000,42
7575,41.5000,82
7578,42.5000,84
7580,42.5000,84
7581,16.0000,31
7582,9.5000,18
7586,44.5000,88
7595,43.0000,85
7596,7.5000,14
7598,42.0000,83
7599,11.5000,22
7601,42.5000,84
7602,13.0000,25
7607,43.0000,85
7608,21.0000,41
7610,42.5000,84
7611,11.0000,21
7612,42.0000,83
7613,13.5000,26
7624,15.5000,30
7625,43.0000,85
7631,15.5000,30
7632,43.0000,85
7633,12.0000,23
7637,14.5000,28
7639,43.0000,85
7640,44.0000,87
7642,12.0000,23
7643,43.5000,86
7646,10.5000,20
7647,42.0000,83
7653,12.0000,23
7659,12.0000,23
7660,42.5000,84
7666,41.5000,82
7668,43.0000,85
7669,9.5000,18
7670,14.0000,27
7672,42.0000,83
7673,12.5000,24
7679,43.5000,86
7680,17.5000,34
7681,13.5000,26
7683,43.5000,86
7694,19.0000,37
7695,43.0000,85
7697,42.0000,83
7699,8.0000,15
7705,43.0000,85
7706,12.0000,23
7709,15.5000,30
7710,43.0000,85
7716,42.5000,84
7717,124.0000,247
7719,123.5000,246
7720,153.0000,305
7721,163.0000,325
7723,120.0000,239
7726,129.0000,257
7727,123.5000,246
7732,133.5000,266
7734,162.0000,323
7735,162.0000,323
7736,165.0000,329
7737,173.0000,345
7738,173.5000,346
7739,162.0000,323
7741,161.5000,322
7744,145.5000,290
7748,161.0000,321
7749,162.0000,323
7753,159.5000,318
7755,167.5000,334
7762,157.0000,313
7763,123.0000,245
7766,161.5000,322
7768,121.0000,241
7769,159.5000,318
7770,169.0000,337
7771,152.0000,303
7772,160.5000,320
7773,161.0000,321
7775,140.5000,280
7776,167.5000,334
7778,8.0000,15
7779,5.0000,9
7780,6.5000,12
7783,6.5000,12
7785,7.5000,14
7786,2.0000,3
7788,7.5000,14
7793,8.0000,15
7795,6.0000,11
7798,17.5000,34
7799,16.5000,32
7800,12.5000,24
7802,16.5000,32
7807,16.5000,32
7808,18.5000,36
7809,16.5000,32
7810,17.0000,33
7811,13.0000,25
7813,17.5000,34
7815,12.0000,23
7817,24.0000,47
7822,14.5000,28
7823,16.5000,32
7824,17.0000,33
7825,13.0000,25
7826,16.5000,32
7828,12.5000,24
7829,17.5000,34
7834,20.5000,40
7836,22.5000,44
7837,19.5000,38
7841,16.0000,31
7843,12.0000,23
7844,14.0000,27
7845,16.5000,32
7846,14.5000,28
7847,17.5000,34
7848,13.5000,26
7851,14.0000,27
7856,16.0000,31
7858,9.5000,18
7859,9.0000,17
7861,7.0000,13
7862,6.0000,11
7863,6.5000,12
7866,6.5000,12
7867,6.0000,11
7869,10.5000,20
7870,8.0000,15
7871,6.5000,12
7876,7.0000,13
7879,8.0000,15
7880,9.5000,18
7881,7.5000,14
7882,12.0000,23
7884,6.0000,11
7885,11.5000,22
7887,10.0000,19
7891,11.5000,22
7894,6.0000,11
7899,6.0000,11
7901,8.5000,16
7903,6.0000,11
7904,5.5000,10
7905,9.0000,17
7906,9.0000,17
7908,5.5000,10
7912,7.5000,14
7913,7.5000,14
7915,7.5000,14
7916,7.0000,13
7918,57.5000,114
7925,34.5000,68
7926,58.5000,116
7929,31.0000,61
7930,66.0000,131
7935,59.0000,117
7936,27.5000,54
7938,11.5000,22
7941,67.0000,133
7942,65.0000,129
7943,37.5000,74
7945,10.0000,19
7947,70.5000,140
7952,32.5000,64
7953,62.0000,123
7958,20.0000,39
7960,61.0000,121
7968,50.5000,100
7984,24.5000,48
7985,60.0000,119
7988,60.5000,120
7989,10.5000,20
7993,27.0000,53
7996,72.5000,144
7997,18.5000,36
7998,53.5000,106
8006,61.5000,122
8007,22.0000,43
8011,61.0000,121
8012,16.5000,32
8018,70.0000,139
8019,11.0000,21
8021,18.0000,35
8031,62.5000,124
8033,18.5000,36
8040,25.5000,50
8041,58.5000,116
8043,27.0000,53
8055,63.5000,126
8056,20.0000,39
8068,12.0000,23
8069,68.0000,135
8073,57.0000,113
8076,11.0000,21
8078,59.0000,117
8081,29.5000,58
8082,64.5000,128
8089,60.0000,119
8090,28.0000,55
8097,57.0000,113
8098,24.5000,48
8099,27.5000,54
8114,25.5000,50
8115,66.0000,131
8122,58.0000,115
8123,10.5000,20
8128,58.5000,116
8129,24.0000,47
8140,28.5000,56
8141,62.5000,124
8159,67.5000,134
8160,33.0000,65
8163,3.5000,6
8164,38.5000,76
8166,65.5000,130
8167,62.5000,124
8168,3.0000,5
8169,36.5000,72
8170,59.5000,118
8171,70.0000,139
8172,70.5000,140
8173,71.5000,142
8174,5.5000,10
8175,34.5000,68
8176,1.0000,1
8179,68.0000,135
8180,2.0000,3
8181,39.5000,78
8182,1.0000,1
8183,2.5000,4
8184,56.0000,111
8186,1.0000,1
8187,34.5000,68
8188,72.5000,144
8192,71.0000,141
8193,40.0000,79
8194,3.0000,5
8198,71.0000,141
8199,36.0000,71
8201,71.0000,141
8202,72.0000,143
8203,66.5000,132
8204,40.0000,79
8205,62.5000,124
8206,35.0000,69
8208,2.5000,4
8210,61.5000,122
8213,1.5000,2
8216,42.0000,83
8218,72.5000,144
8219,15.0000,29
8220,72.0000,143
8221,70.5000,140
8223,11.0000,21
8225,29.0000,57
8226,64.5000,128
8231,71.0000,141
8234,1.0000,1
8235,39.0000,77
8236,66.0000,131
8237,2.0000,3
8239,70.0000,139
8241,37.0000,73
8242,1.5000,2
8244,1.0000,1
8245,20.0000,39
8247,1.5000,2
8248,59.5000,118
8250,37.5000,74
8255,40.5000,80
8258,33.5000,66
8263,73.5000,146
8264,2.0000,3
8275,36.5000,72
8276,1.0000,1
8282,67.0000,133
8287,57.5000,114
8288,1.5000,2
8301,2.0000,3
8305,36.5000,72
8321,2.0000,3
8323,63.5000,126
8325,30.5000,60
8326,72.0000,143
8328,44.5000,88
8330,1.5000,2
8334,64.0000,127
8335,74.0000,147
8337,1.5000,2
8338,1.0000,1
8340,23.5000,46
8341,2.0000,3
8355,28.5000,56
8356,26.5000,52
8357,80.5000,160
8365,42.0000,83
8366,37.0000,73
8367,73.0000,145
8370,69.5000,138
8371,18.0000,35
8372,29.0000,57
8380,50.0000,99
8381,25.0000,49
8382,75.0000,149
8385,60.0000,119
8386,15.0000,29
8387,24.0000,47
8400,40.5000,80
8401,31.0000,61
8402,77.5000,154
8415,45.5000,90
8416,42.5000,84
8417,75.5000,150
8420,61.0000,121
8421,4.5000,8
8422,18.0000,35
8430,32.5000,64
8431,46.0000,91
8432,77.0000,153
8445,35.0000,69
8446,37.0000,73
8447,78.5000,156
8455,46.5000,92
8456,5.0000,9
8457,10.0000,19
8460,39.5000,78
8461,43.5000,86
8462,79.5000,158
8485,31.0000,61
8486,29.5000,58
8487,76.5000,152
8490,46.5000,92
8491,1.5000,2
8492,9.5000,18
8495,40.5000,80
8496,40.5000,80
8497,77.0000,153
8515,46.0000,91
8517,6.5000,12
8520,46.0000,91
8521,41.0000,81
8522,79.5000,158
8530,37.5000,74
8531,38.0000,75
8532,82.0000,163
8540,44.5000,88
8542,5.5000,10
8550,42.5000,84
8551,35.0000,69
8552,78.5000,156
8555,76.0000,151
8556,46.0000,91
8557,40.0000,79
8565,38.0000,75
8566,30.0000,59
8567,77.0000,153
8570,47.5000,94
8580,41.0000,81
8581,35.0000,69
8582,79.0000,157
8595,75.0000,149
8596,38.0000,75
8597,43.5000,86
8600,47.0000,93
8602,3.0000,5
8605,40.0000,79
8606,44.5000,88
8607,77.0000,153
8625,42.5000,84
8626,34.0000,67
8627,78.5000,156
8630,42.5000,84
8632,11.5000,22
8635,39.5000,78
8636,41.0000,81
8637,77.0000,153
8640,78.5000,156
8646,34.0000,67
8647,48.5000,96
8650,14.5000,28
8653,14.5000,28
8654,13.0000,25
8655,14.5000,28
8660,14.0000,27
8663,18.0000,35
8665,17.5000,34
8667,11.5000,22
8668,9.5000,18
8669,13.0000,25
8672,9.0000,17
8675,21.5000,42
8676,8.0000,15
8677,8.0000,15
8680,12.5000,24
8682,15.5000,30
8687,20.0000,39
8688,11.5000,22
8690,23.0000,45
8691,13.5000,26
8692,15.5000,30
8693,13.5000,26
8695,9.5000,18
8696,21.5000,42
8697,7.5000,14
8698,19.0000,37
8700,15.5000,30
8703,17.0000,33
8705,18.0000,35
8707,13.5000,26
8709,12.0000,23
8712,4.0000,7
8714,6.0000,11
8715,2.0000,3
8718,3.5000,6
8719,2.5000,4
8720,6.0000,11
8724,2.5000,4
8726,3.0000,5
8728,2.5000,4
8730,3.0000,5
8733,4.0000,7
8734,5.5000,10
8735,5.0000,9
8738,5.0000,9
8739,4.0000,7
8740,5.0000,9
8744,2.5000,4
8745,2.0000,3
8746,2.5000,4
8748,4.0000,7
8749,6.5000,12
8752,6.0000,11
8754,2.5000,4
8755,5.0000,9
8759,2.0000,3
8762,2.5000,4
8763,5.5000,10
8765,4.5000,8
8766,4.5000,8
8767,3.5000,6
8770,3.0000,5
8772,6.5000,12
8773,4.5000,8
8776,10.0000,19
8779,3.5000,6
8782,5.0000,9
8784,5.5000,10
8786,4.5000,8
8787,6.5000,12
8788,6.5000,12
8791,6.0000,11
8793,6.0000,11
8794,8.5000,16
8796,5.0000,9
8797,5.0000,9
8806,7.0000,13
8807,7.0000,13
8809,7.0000,13
8810,3.5000,6
8811,9.0000,17
8812,5.5000,10
8813,5.0000,9
8814,7.0000,13
8815,9.0000,17
8817,4.0000,7
8820,7.0000,13
8821,5.5000,10
8822,9.0000,17
8828,8.0000,15
8829,5.0000,9
8831,9.0000,17
8833,4.5000,8
8836,1.5000,2
8841,2.0000,3
8846,3.0000,5
8849,1.0000,1
8851,2.0000,3
8860,2.5000,4
8869,2.5000,4
8872,3.0000,5
8873,2.5000,4
8875,1.0000,1
8878,1.0000,1
8881,1.5000,2
8888,2.0000,3
8897,4.0000,7
8904,1.5000,2
8905,2.0000,3
8907,3.5000,6
8910,2.5000,4
8911,1.0000,1
8913,2.5000,4
8919,2.5000,4
8924,2.5000,4
8928,3.0000,5
8940,1.0000,1
8941,1.5000,2
8946,2.0000,3
8947,3.0000,5
8950,2.0000,3
8957,4.0000,7
8958,8.0000,15
8960,7.0000,13
8961,6.0000,11
8963,3.5000,6
8965,6.0000,11
8966,7.5000,14
8969,6.0000,11
8970,5.5000,10
8973,10.5000,20
8976,4.0000,7
8977,7.0000,13
8978,4.0000,7
8980,7.0000,13
8983,7.0000,13
8985,9.5000,18
8986,5.5000,10
8987,5.5000,10
8988,6.0000,11
8990,5.5000,10
8992,6.0000,11
8994,4.0000,7
8995,6.0000,11
8997,3.5000,6
9001,4.0000,7
9003,7.0000,13
9004,8.0000,15
9006,7.5000,14
9012,5.5000,10
9013,5.5000,10
9014,4.5000,8
9017,8.5000,16
9019,7.5000,14
9020,7.0000,13
9021,3.0000,5
9024,5.5000,10
9027,6.0000,11
9029,9.0000,17
9032,8.5000,16
9034,10.0000,19
9036,14.0000,27
9037,11.0000,21
9039,10.0000,19
9042,10.0000,19
9046,12.5000,24
9048,12.5000,24
9049,14.5000,28
9061,25.5000,50
9062,24.0000,47
9063,27.0000,53
9066,16.0000,31
9068,27.5000,54
9069,17.0000,33
9070,26.0000,51
9071,25.5000,50
9075,23.5000,46
9076,25.5000,50
9077,25.0000,49
9078,23.5000,46
9079,11.0000,21
9085,14.5000,28
9087,19.0000,37
9088,14.5000,28
9089,24.5000,48
9090,24.0000,47
9097,26.0000,51
9099,22.0000,43
9100,28.0000,55
9103,12.5000,24
9104,20.0000,39
9106,16.0000,31
9110,25.5000,50
9111,25.5000,50
9114,27.0000,53
9115,14.0000,27
9116,14.0000,27
9117,25.5000,50
9118,24.0000,47
9209,8.0000,15
9210,11.0000,21
9214,12.5000,24
9215,9.0000,17
9217,6.5000,12
9218,7.5000,14
9226,12.5000,24
9227,11.5000,22
9230,10.5000,20
9231,10.0000,19
9233,6.0000,11
9235,13.5000,26
9236,12.5000,24
9237,6.5000,12
9239,11.0000,21
9242,11.5000,22
9246,6.0000,11
9250,9.0000,17
9251,12.0000,23
9252,10.5000,20
9253,13.0000,25
9255,10.5000,20
9258,8.5000,16
9260,11.5000,22
9261,9.5000,18
9262,6.5000,12
9264,13.5000,26
9265,6.0000,11
9266,12.0000,23
9267,7.0000,13
9268,8.0000,15
9269,72.5000,144
9272,67.5000,134
9274,74.0000,147
9276,67.5000,134
9278,73.5000,146
9280,72.5000,144
9281,72.5000,144
9284,66.0000,131
9285,80.0000,159
9289,74.5000,148
9290,66.5000,132
9295,78.5000,156
9297,72.5000,144
9298,78.5000,156
9299,72.0000,143
9303,75.5000,150
9306,71.5000,142
9307,10.0000,19
9308,69.0000,137
9309,74.5000,148
9310,76.0000,151
9311,68.5000,136
9313,73.0000,145
9316,70.0000,139
9318,75.0000,149
9319,67.5000,134
9324,76.0000,151
9325,75.0000,149
9326,79.5000,158
9328,68.5000,136
9329,74.5000,148
9332,52.5000,104
9333,66.5000,132
9334,65.0000,129
9336,39.0000,77
9338,69.5000,138
9340,73.0000,145
9341,59.0000,117
9344,65.5000,130
9347,51.0000,101
9348,57.0000,113
9352,47.0000,93
9354,59.0000,117
9356,52.5000,104
9359,44.5000,88
9360,67.0000,133
9361,59.0000,117
9362,61.0000,121
9364,49.5000,98
9373,68.5000,136
9374,51.5000,102
9377,61.5000,122
9378,62.5000,124
9379,50.0000,99
9380,68.5000,136
9381,57.5000,114
9382,59.5000,118
9385,54.5000,108
9386,61.5000,122
9388,68.0000,135
9389,68.0000,135
9390,58.0000,115
9452,4.0000,7
9456,2.5000,4
9457,7.5000,14
9459,8.0000,15
9466,3.0000,5
9467,3.5000,6
9469,5.5000,10
9470,3.5000,6
9471,6.5000,12
9472,7.0000,13
9473,3.5000,6
9475,2.5000,4
9476,4.5000,8
9477,4.5000,8
9480,6.5000,12
9482,5.5000,10
9483,5.5000,10
9484,4.5000,8
9486,4.5000,8
9490,3.5000,6
9492,3.0000,5
9493,4.0000,7
9494,4.5000,8
9496,5.0000,9
9498,3.5000,6
9501,5.5000,10
9503,3.0000,5
9504,5.0000,9
9508,8.0000,15
9511,3.5000,6
9512,6.0000,11
9515,47.5000,94
9518,44.5000,88
9519,45.5000,90
9521,49.0000,97
9522,23.0000,45
9523,42.5000,84
9526,21.5000,42
9528,17.0000,33
9531,28.5000,56
9533,47.0000,93
9538,29.0000,57
9541,44.5000,88
9545,45.0000,89
9547,47.5000,94
9550,43.0000,85
9551,41.5000,82
9552,47.5000,94
9553,21.5000,42
9554,39.5000,78
9555,45.5000,90
9556,27.0000,53
9557,23.5000,46
9558,43.5000,86
9559,47.0000,93
9560,26.0000,51
9561,42.5000,84
9563,24.0000,47
9564,36.5000,72
9565,45.5000,90
9568,48.0000,95
9569,47.5000,94
9574,38.5000,76
9576,24.0000,47
9577,37.5000,74
9580,34.5000,68
9581,34.0000,67
9582,40.5000,80
9583,36.0000,71
9586,23.5000,46
9587,24.0000,47
9589,36.0000,71
9591,37.5000,74
9592,37.0000,73
9594,39.5000,78
9596,23.0000,45
9598,44.0000,87
9601,25.5000,50
9602,37.5000,74
9603,38.5000,76
9604,38.0000,75
9605,40.0000,79
9609,32.0000,63
9613,33.0000,65
9614,23.0000,45
9615,39.0000,77
9616,34.0000,67
9617,34.0000,67
9621,34.5000,68
9626,31.5000,62
9629,23.0000,45
9630,36.0000,71
9633,36.5000,72
9637,5.0000,9
9638,2.5000,4
9639,3.0000,5
9640,2.0000,3
9641,4.0000,7
9643,3.5000,6
9644,3.5000,6
9646,3.0000,5
9651,2.0000,3
9653,3.5000,6
9654,2.0000,3
9655,3.0000,5
9656,2.0000,3
9657,3.5000,6
9658,1.5000,2
9659,1.5000,2
9661,1.5000,2
9662,5.5000,10
9664,4.0000,7
9667,4.0000,7
9668,3.5000,6
9671,1.5000,2
9677,5.0000,9
9678,6.0000,11
9679,2.5000,4
9683,5.5000,10
9684,1.0000,1
9685,5.5000,10
9687,3.0000,5
9690,1.5000,2
9691,4.0000,7
9706,1.5000,2
9708,1.5000,2
9726,2.0000,3
9728,3.0000,5
9741,1.0000,1
9744,1.5000,2
9755,2.0000,3
9761,1.5000,2
9768,1.0000,1
9772,2.0000,3
9795,1.5000,2
9800,3.0000,5
9814,2.0000,3
9818,164.5000,328
9819,187.5000,374
9820,163.0000,325
9821,173.0000,345
9825,152.5000,304
9829,54.0000,107
9831,172.0000,343
9834,66.5000,132
9835,172.5000,344
9836,153.5000,306
9837,163.5000,326
9838,159.5000,318
9841,63.5000,126
9844,155.5000,310
9845,74.0000,147
9846,87.5000,174
9847,168.5000,336
9849,170.5000,340
9853,164.5000,328
9858,63.0000,125
9860,161.0000,321
9861,63.5000,126
9862,153.5000,306
9864,167.5000,334
9869,166.0000,331
9870,116.5000,232
9872,170.0000,339
9873,70.5000,140
9875,122.5000,244
9877,163.5000,326
9878,173.5000,346
9879,55.5000,110
9880,63.5000,126
9882,136.5000,272
9883,52.5000,104
9888,139.0000,277
9889,140.0000,279
9890,133.0000,265
9891,43.5000,86
9893,113.5000,226
9901,141.0000,281
9903,132.0000,263
9906,75.5000,150
9907,148.5000,296
9908,139.5000,278
9909,138.5000,276
9914,95.0000,189
9915,126.5000,252
9917,132.5000,264
9922,120.5000,240
9925,134.0000,267
9926,148.5000,296
9927,134.5000,268
9929,50.5000,100
9931,124.5000,248
9932,138.5000,276
9933,131.5000,262
9934,114.5000,228
9935,63.5000,126
9936,53.5000,106
9938,125.0000,249
9939,132.5000,264
9940,2.5000,4
9949,4.0000,7
9959,5.0000,9
9962,3.5000,6
9964,4.5000,8
9969,4.5000,8
9973,4.0000,7
9977,4.5000,8
9979,3.5000,6
9981,3.5000,6
9984,4.5000,8
9986,6.5000,12
9997,5.0000,9
9998,2.5000,4
10002,3.0000,5
10004,4.0000,7
10005,2.5000,4
10007,2.5000,4
10009,2.0000,3
10011,2.5000,4
10013,4.0000,7
10019,3.5000,6
10030,4.5000,8
10037,2.5000,4
10040,5.5000,10
10043,4.0000,7
10045,3.0000,5
10048,3.5000,6
10051,2.5000,4
10056,4.5000,8
10058,2.5000,4
10063,46.0000,91
10064,48.0000,95
10066,47.5000,94
10068,57.5000,114
10069,38.0000,75
10070,56.0000,111
10073,58.0000,115
10074,13.5000,26
10075,58.5000,116
10077,50.0000,99
10078,38.0000,75
10080,49.5000,98
10081,52.0000,103
10082,15.0000,29
10087,54.0000,107
10088,48.5000,96
10095,3.0000,5
10096,57.0000,113
10099,26.0000,51
10103,50.0000,99
10106,52.0000,103
10110,52.0000,103
10111,5.0000,9
10112,7.0000,13
10113,58.0000,115
10114,26.5000,52
10116,54.0000,107
10117,50.5000,100
10119,56.5000,112
10122,6.5000,12
10125,4.5000,8
10134,5.0000,9
10135,6.5000,12
10139,5.0000,9
10143,5.0000,9
10147,5.0000,9
10148,6.0000,11
10149,5.0000,9
10154,4.5000,8
10157,5.5000,10
10161,5.0000,9
10163,4.0000,7
10164,4.5000,8
10170,4.5000,8
10172,5.5000,10
10177,4.0000,7
10180,5.0000,9
10181,4.5000,8
10184,5.0000,9
10190,6.5000,12
10193,6.0000,11
10201,6.0000,11
10202,5.5000,10
10209,5.0000,9
10211,5.5000,10
10212,5.5000,10
10213,6.0000,11
10222,5.0000,9
10224,4.5000,8
10231,5.5000,10
10245,2.5000,4
10246,3.0000,5
10250,7.0000,13
10251,4.5000,8
10254,3.5000,6
10255,5.0000,9
10256,5.0000,9
10257,4.0000,7
10258,3.5000,6
10260,6.0000,11
10263,5.5000,10
10265,3.0000,5
10266,5.0000,9
10267,4.5000,8
10268,7.5000,14
10276,2.5000,4
10278,5.0000,9
10280,3.0000,5
10282,2.5000,4
10286,5.5000,10
10287,3.0000,5
10290,4.5000,8
10294,3.5000,6
10295,11.5000,22
10297,5.5000,10
10299,7.5000,14
10300,4.0000,7
10302,3.5000,6
10304,5.5000,10
10305,2.5000,4
10316,18.0000,35
10319,25.5000,50
10320,20.0000,39
10321,20.5000,40
10322,16.5000,32
10324,21.5000,42
10326,24.0000,47
10333,14.0000,27
10335,21.0000,41
10337,19.5000,38
10339,21.0000,41
10340,14.0000,27
10341,14.0000,27
10342,15.0000,29
10343,18.5000,36
10344,15.0000,29
10345,25.5000,50
10349,15.0000,29
10351,19.5000,38
10352,21.0000,41
10353,19.0000,37
10354,25.0000,49
10358,24.5000,48
10359,15.5000,30
10368,21.5000,42
10371,23.0000,45
10372,22.0000,43
10373,17.0000,33
10374,16.0000,31
10375,19.5000,38
10560,42.0000,83
10564,45.0000,89
10567,47.5000,94
10569,44.5000,88
10571,35.0000,69
10574,41.0000,81
10588,49.0000,97
10592,34.0000,67
10593,46.0000,91
10595,47.5000,94
10599,30.0000,59
10607,48.5000,96
10609,35.0000,69
10615,46.5000,92
10616,46.0000,91
10630,48.5000,96
10635,45.0000,89
10637,33.0000,65
10640,32.5000,64
10645,47.0000,93
10652,48.5000,96
10653,1.0000,1
10654,43.0000,85
10655,37.5000,74
10659,48.0000,95
10662,46.5000,92
10665,47.0000,93
10667,46.5000,92
10672,46.0000,91
10676,47.5000,94
10678,38.5000,76
10681,46.0000,91
10683,44.5000,88
10684,39.0000,77
10685,41.0000,81
10689,24.5000,48
10690,48.5000,96
10691,48.0000,95
10694,47.0000,93
10696,24.5000,48
10698,28.0000,55
10699,24.5000,48
10700,48.0000,95
10703,46.5000,92
10704,35.0000,69
10710,24.0000,47
10711,44.5000,88
10712,44.5000,88
10713,24.0000,47
10715,46.0000,91
10720,40.0000,79
10722,42.5000,84
10723,46.0000,91
10725,45.5000,90
10728,46.5000,92
10730,45.0000,89
10732,43.5000,86
10734,42.0000,83
10735,24.5000,48
10736,36.0000,71
10739,24.5000,48
10741,24.5000,48
10750,4.0000,7
10752,8.0000,15
10753,7.0000,13
10755,4.5000,8
10757,9.5000,18
