flight_id,flight_no,total_revenue
21034,PG0252,502600.00
5108,PG0472,409800.00
20988,PG0252,918600.00
5000,PG0472,391200.00
21036,PG0252,441600.00
5045,PG0472,222000.00
21010,PG0252,356200.00
5166,PG0472,132600.00
21004,PG0252,170800.00
21020,PG0252,12200.00
6415,PG0251,883200.00
6380,PG0251,575800.00
20992,PG0252,24400.00
5358,PG0225,2071500.00
5313,PG0225,1951900.00
5349,PG0225,1503100.00
5361,PG0225,1224400.00
5326,PG0225,553900.00
5335,PG0225,591400.00
4522,PG0233,231600.00
30098,PG0237,159000.00
30471,PG0649,271800.00
31329,PG0650,135600.00
30220,PG0237,152400.00
31321,PG0650,192300.00
30229,PG0237,198900.00
31282,PG0650,225300.00
30261,PG0237,23100.00
31308,PG0650,27000.00
30103,PG0237,225600.00
31298,PG0650,206100.00
30094,PG0237,251700.00
31317,PG0650,298200.00
30255,PG0237,62700.00
31322,PG0650,89700.00
4576,PG0233,311700.00
30510,PG0649,294600.00
30207,PG0237,238500.00
31291,PG0650,258900.00
30158,PG0237,301800.00
31341,PG0650,311400.00
4603,PG0233,271800.00
30473,PG0649,275100.00
30212,PG0237,235500.00
31285,PG0650,191700.00
30238,PG0237,238500.00
31310,PG0650,295200.00
30186,PG0237,324600.00
31328,PG0650,298200.00
4515,PG0233,278400.00
30462,PG0649,314400.00
30133,PG0237,281400.00
31323,PG0650,334500.00
30137,PG0237,294900.00
31319,PG0650,228000.00
4565,PG0233,258600.00
30504,PG0649,285300.00
4661,PG0233,274800.00
30458,PG0649,265200.00
4625,PG0233,294600.00
30466,PG0649,264900.00
30257,PG0237,297600.00
31296,PG0650,261900.00
4510,PG0233,228600.00
30453,PG0649,252300.00
4602,PG0233,304500.00
30499,PG0649,288300.00
30115,PG0237,258600.00
31320,PG0650,235800.00
30101,PG0237,248700.00
31318,PG0650,225300.00
4673,PG0233,248100.00
30488,PG0649,290700.00
30129,PG0237,255300.00
31292,PG0650,274500.00
4613,PG0233,285000.00
30507,PG0649,291000.00
30252,PG0237,251700.00
31324,PG0650,301500.00
4582,PG0233,311400.00
30495,PG0649,271800.00
30237,PG0237,232200.00
31340,PG0650,235500.00
4668,PG0233,331200.00
30463,PG0649,291300.00
30154,PG0237,265200.00
31332,PG0650,294900.00
30219,PG0237,265200.00
31297,PG0650,338100.00
4599,PG0233,275100.00
30497,PG0649,297900.00
30162,PG0237,281700.00
31288,PG0650,314700.00
4517,PG0233,268500.00
30472,PG0649,258300.00
30267,PG0237,285000.00
31283,PG0650,265200.00
4580,PG0233,284400.00
30509,PG0649,245100.00
4618,PG0233,274800.00
30482,PG0649,255000.00
30190,PG0237,239100.00
31305,PG0650,231900.00
30087,PG0237,274800.00
31299,PG0650,235200.00
4611,PG0233,238500.00
30502,PG0649,248400.00
4525,PG0233,235200.00
30494,PG0649,271500.00
30111,PG0237,278400.00
31303,PG0650,228300.00
30113,PG0237,288300.00
31326,PG0650,271200.00
4596,PG0233,258600.00
30484,PG0649,281700.00
4654,PG0233,274800.00
30485,PG0649,265200.00
30107,PG0237,288300.00
31330,PG0650,334500.00
30180,PG0237,225600.00
31295,PG0650,198900.00
4575,PG0233,285300.00
30511,PG0649,275400.00
30096,PG0237,267900.00
31293,PG0650,328200.00
4679,PG0233,301500.00
30491,PG0649,270900.00
4562,PG0233,268500.00
30498,PG0649,298500.00
30108,PG0237,168900.00
31327,PG0650,215400.00
4605,PG0233,330900.00
30479,PG0649,272100.00
30165,PG0237,304500.00
31313,PG0650,291000.00
4516,PG0233,278100.00
30508,PG0649,304500.00
4557,PG0233,291600.00
30157,PG0237,261900.00
30505,PG0649,284700.00
31302,PG0650,262200.00
30200,PG0237,285300.00
31306,PG0650,255000.00
4536,PG0233,275400.00
30506,PG0649,261600.00
30123,PG0237,208800.00
31284,PG0650,228900.00
30193,PG0237,301200.00
31314,PG0650,321600.00
4621,PG0233,228900.00
30465,PG0649,228600.00
4561,PG0233,278700.00
30456,PG0649,291300.00
30249,PG0237,291600.00
31286,PG0650,301200.00
30148,PG0237,284700.00
31331,PG0650,291600.00
4640,PG0233,205800.00
30475,PG0649,225300.00
30245,PG0237,347700.00
31334,PG0650,288300.00
4527,PG0233,245100.00
30470,PG0649,294900.00
30170,PG0237,231600.00
31300,PG0650,248700.00
4589,PG0233,301500.00
30487,PG0649,304800.00
30131,PG0237,298200.00
31281,PG0650,288600.00
4623,PG0233,258600.00
30512,PG0649,291300.00
30234,PG0237,310800.00
31316,PG0650,274800.00
4532,PG0233,288000.00
30469,PG0649,294300.00
30117,PG0237,264900.00
31312,PG0650,175800.00
30140,PG0237,321300.00
31337,PG0650,272100.00
4531,PG0233,294300.00
30474,PG0649,281100.00
4677,PG0233,298500.00
30467,PG0649,275100.00
4630,PG0233,271800.00
30477,PG0649,285000.00
30097,PG0237,341400.00
31315,PG0650,294900.00
30092,PG0237,294600.00
31301,PG0650,186300.00
4634,PG0233,258000.00
30493,PG0649,285000.00
4689,PG0233,281700.00
30481,PG0649,255000.00
30177,PG0237,272100.00
31290,PG0650,171900.00
4550,PG0233,304800.00
30489,PG0649,285300.00
30091,PG0237,215700.00
31333,PG0650,92400.00
30175,PG0237,291000.00
31287,PG0650,175800.00
4577,PG0233,298200.00
30496,PG0649,284700.00
30268,PG0237,321300.00
31289,PG0650,129300.00
4626,PG0233,288300.00
30483,PG0649,261600.00
30110,PG0237,156000.00
31325,PG0650,76200.00
4593,PG0233,348000.00
30454,PG0649,245400.00
4637,PG0233,337200.00
30461,PG0649,225300.00
4551,PG0233,324600.00
30492,PG0649,149100.00
30125,PG0237,136200.00
31307,PG0650,49500.00
4537,PG0233,284700.00
30513,PG0649,136200.00
4612,PG0233,228600.00
30459,PG0649,53100.00
4656,PG0233,225000.00
30460,PG0649,92700.00
4538,PG0233,82800.00
30476,PG0649,20100.00
4680,PG0233,63000.00
30500,PG0649,23100.00
4534,PG0233,3300.00
30501,PG0649,3300.00
31226,PG0481,13200.00
1341,PG0519,1893100.00
18266,PG0520,1654000.00
18259,PG0520,3139500.00
18270,PG0520,3584300.00
18272,PG0520,1313800.00
1345,PG0519,2967600.00
18264,PG0520,3277700.00
1344,PG0519,2297400.00
18276,PG0520,3169800.00
1335,PG0519,3482800.00
18262,PG0520,3378800.00
1339,PG0519,3071900.00
1342,PG0519,4123100.00
18268,PG0520,3136200.00
18267,PG0520,2866700.00
1350,PG0519,2970900.00
18261,PG0520,2809200.00
1343,PG0519,3651600.00
18271,PG0520,4527300.00
1338,PG0519,2738700.00
18260,PG0520,3069000.00
1337,PG0519,4089300.00
18269,PG0520,2496200.00
1349,PG0519,2974500.00
1336,PG0519,3281000.00
18273,PG0520,1691000.00
18265,PG0520,2091900.00
1340,PG0519,2566800.00
1334,PG0519,2233200.00
18275,PG0520,269600.00
1346,PG0519,875900.00
31,PG0404,943100.00
169,PG0404,1061600.00
111,PG0404,806500.00
42,PG0404,121000.00
10149,PG0583,52200.00
18427,PG0070,34300.00
27069,PG0592,933600.00
18456,PG0070,29400.00
27053,PG0592,959600.00
18436,PG0070,53900.00
27096,PG0592,1423400.00
18451,PG0070,9800.00
27077,PG0592,492900.00
10164,PG0583,46400.00
18430,PG0070,53900.00
27064,PG0592,2188700.00
10125,PG0583,46400.00
18477,PG0070,58800.00
27051,PG0592,1307600.00
10224,PG0583,46400.00
18438,PG0070,53900.00
27062,PG0592,1542200.00
10143,PG0583,52200.00
10139,PG0583,52200.00
18459,PG0070,58800.00
27090,PG0592,1632100.00
18483,PG0070,58800.00
27059,PG0592,2151100.00
10134,PG0583,52200.00
18433,PG0070,49000.00
27070,PG0592,1464100.00
10177,PG0583,40600.00
10170,PG0583,46400.00
18484,PG0070,58800.00
27046,PG0592,1545200.00
18474,PG0070,53900.00
27060,PG0592,1229200.00
10211,PG0583,58000.00
10209,PG0583,52200.00
18425,PG0070,58800.00
27104,PG0592,1803200.00
10222,PG0583,52200.00
18485,PG0070,49000.00
27066,PG0592,1661200.00
18476,PG0070,44100.00
27048,PG0592,1168400.00
10172,PG0583,58000.00
18466,PG0070,53900.00
27085,PG0592,1136700.00
10190,PG0583,69600.00
18454,PG0070,24500.00
27049,PG0592,1226300.00
10181,PG0583,46400.00
18469,PG0070,58800.00
27065,PG0592,1307600.00
10212,PG0583,58000.00
18452,PG0070,53900.00
27095,PG0592,1974100.00
10202,PG0583,58000.00
18460,PG0070,53900.00
27103,PG0592,2096100.00
10184,PG0583,52200.00
18435,PG0070,53900.00
27093,PG0592,1226200.00
18444,PG0070,49000.00
27079,PG0592,2185900.00
10154,PG0583,46400.00
10135,PG0583,69600.00
18467,PG0070,49000.00
27097,PG0592,1220500.00
10213,PG0583,63800.00
18481,PG0070,53900.00
27058,PG0592,1307400.00
10163,PG0583,40600.00
10148,PG0583,63800.00
10161,PG0583,52200.00
18482,PG0070,39200.00
27067,PG0592,1394600.00
10231,PG0583,58000.00
18470,PG0070,58800.00
27084,PG0592,1307500.00
18472,PG0070,58800.00
27057,PG0592,1368300.00
10180,PG0583,52200.00
18479,PG0070,58800.00
27082,PG0592,2301800.00
10201,PG0583,63800.00
10193,PG0583,63800.00
18445,PG0070,58800.00
27087,PG0592,2011900.00
18447,PG0070,58800.00
27054,PG0592,1136700.00
10157,PG0583,58000.00
10147,PG0583,52200.00
18434,PG0070,44100.00
27061,PG0592,1310300.00
18432,PG0070,58800.00
27089,PG0592,1371100.00
10216,PG0583,63800.00
18458,PG0070,49000.00
27063,PG0592,1165500.00
10199,PG0583,58000.00
18473,PG0070,34300.00
27075,PG0592,1449400.00
18471,PG0070,29400.00
27071,PG0592,1985800.00
10167,PG0583,40600.00
18457,PG0070,58800.00
27102,PG0592,2061200.00
10214,PG0583,58000.00
10183,PG0583,34800.00
10155,PG0583,40600.00
18442,PG0070,58800.00
27068,PG0592,1078400.00
10206,PG0583,58000.00
10132,PG0583,69600.00
18446,PG0070,53900.00
27050,PG0592,1078400.00
18439,PG0070,58800.00
27101,PG0592,1310200.00
10191,PG0583,52200.00
18426,PG0070,24500.00
27098,PG0592,698600.00
10151,PG0583,58000.00
18468,PG0070,19600.00
27076,PG0592,382800.00
10198,PG0583,52200.00
10123,PG0583,63800.00
18463,PG0070,34300.00
27045,PG0592,727600.00
10243,PG0583,52200.00
18464,PG0070,39200.00
27047,PG0592,727700.00
10194,PG0583,52200.00
10200,PG0583,46400.00
18453,PG0070,19600.00
27072,PG0592,408900.00
10240,PG0583,34800.00
10227,PG0583,52200.00
18475,PG0070,9800.00
27080,PG0592,116000.00
10133,PG0583,23200.00
18431,PG0070,14700.00
27099,PG0592,118900.00
18292,PG0585,17400.00
18301,PG0585,58000.00
18392,PG0585,40600.00
18390,PG0585,29000.00
18286,PG0585,52200.00
18357,PG0585,63800.00
18356,PG0585,52200.00
18331,PG0585,46400.00
18395,PG0585,17400.00
18310,PG0585,46400.00
18296,PG0585,63800.00
18277,PG0585,63800.00
18359,PG0585,69600.00
18365,PG0585,69600.00
18387,PG0585,58000.00
18388,PG0585,58000.00
18348,PG0585,63800.00
18294,PG0585,34800.00
18368,PG0585,52200.00
18325,PG0585,40600.00
18380,PG0585,34800.00
18383,PG0585,69600.00
18321,PG0585,63800.00
18397,PG0585,58000.00
18352,PG0585,63800.00
18363,PG0585,58000.00
18346,PG0585,58000.00
18319,PG0585,58000.00
18285,PG0585,63800.00
18376,PG0585,69600.00
18373,PG0585,69600.00
18334,PG0585,58000.00
18341,PG0585,40600.00
18317,PG0585,69600.00
18306,PG0585,52200.00
18338,PG0585,63800.00
9902,PG0278,7078400.00
18329,PG0585,69600.00
18281,PG0585,69600.00
18298,PG0585,63800.00
9913,PG0278,7487200.00
18302,PG0585,29000.00
9910,PG0278,5210800.00
18362,PG0585,34800.00
9912,PG0278,5415200.00
18315,PG0585,34800.00
9930,PG0278,4480000.00
18291,PG0585,23200.00
9897,PG0278,3936800.00
18377,PG0585,23200.00
9923,PG0278,5040000.00
18279,PG0585,23200.00
9918,PG0278,2492000.00
10140,PG0583,17400.00
18386,PG0585,11600.00
9881,PG0278,3567200.00
18369,PG0585,11600.00
9921,PG0278,1069600.00
18328,PG0585,17400.00
7130,PG0591,846600.00
27182,PG0071,39200.00
7144,PG0591,840800.00
27181,PG0071,39200.00
7107,PG0591,1165200.00
27180,PG0071,49000.00
7131,PG0591,956600.00
27178,PG0071,39200.00
18441,PG0070,49000.00
27081,PG0592,1719000.00
7092,PG0591,901700.00
27177,PG0071,34300.00
7098,PG0591,901600.00
27175,PG0071,39200.00
7104,PG0591,1249200.00
27174,PG0071,44100.00
7139,PG0591,988800.00
27172,PG0071,53900.00
7124,PG0591,1339300.00
27171,PG0071,44100.00
7093,PG0591,1307300.00
27169,PG0071,29400.00
7115,PG0591,1452200.00
27168,PG0071,29400.00
7091,PG0591,965500.00
27166,PG0071,34300.00
7126,PG0591,1481400.00
27165,PG0071,49000.00
7108,PG0591,1916100.00
27163,PG0071,58800.00
7120,PG0591,1507400.00
27124,PG0071,49000.00
7110,PG0591,1603100.00
27161,PG0071,53900.00
7136,PG0591,1629200.00
27160,PG0071,53900.00
7095,PG0591,1655400.00
27158,PG0071,53900.00
7113,PG0591,1510200.00
27157,PG0071,49000.00
7111,PG0591,1606200.00
27155,PG0071,49000.00
7145,PG0591,1484500.00
27154,PG0071,53900.00
7118,PG0591,1629300.00
27152,PG0071,58800.00
7143,PG0591,1484300.00
27151,PG0071,44100.00
7135,PG0591,1771000.00
27149,PG0071,53900.00
7109,PG0591,1603100.00
27148,PG0071,49000.00
7099,PG0591,1104800.00
27146,PG0071,49000.00
7122,PG0591,1893300.00
18465,PG0070,53900.00
27083,PG0592,1487100.00
27145,PG0071,53900.00
7132,PG0591,1632300.00
27143,PG0071,58800.00
7112,PG0591,1304300.00
27142,PG0071,29400.00
7148,PG0591,1481300.00
27140,PG0071,39200.00
7127,PG0591,1423500.00
27138,PG0071,53900.00
7105,PG0591,1049600.00
27137,PG0071,34300.00
7101,PG0591,1623300.00
27135,PG0071,58800.00
7123,PG0591,1803200.00
27134,PG0071,49000.00
18428,PG0070,39200.00
27052,PG0592,1101700.00
7100,PG0591,1255400.00
27132,PG0071,49000.00
7128,PG0591,1681300.00
27131,PG0071,53900.00
7149,PG0591,1776900.00
27129,PG0071,49000.00
7147,PG0591,1136700.00
27128,PG0071,34300.00
7146,PG0591,1368400.00
27126,PG0071,39200.00
7125,PG0591,1600100.00
27125,PG0071,44100.00
18449,PG0070,29400.00
27092,PG0592,553700.00
7102,PG0591,1574000.00
27127,PG0071,34300.00
7134,PG0591,1893000.00
27130,PG0071,53900.00
7097,PG0591,1539300.00
27133,PG0071,29400.00
7142,PG0591,1281400.00
27136,PG0071,29400.00
7140,PG0591,1339500.00
27139,PG0071,49000.00
7150,PG0591,1252400.00
27141,PG0071,39200.00
7133,PG0591,1220400.00
18480,PG0070,4900.00
27091,PG0592,29000.00
27144,PG0071,24500.00
7096,PG0591,464000.00
27147,PG0071,19600.00
7121,PG0591,666700.00
18455,PG0070,4900.00
27094,PG0592,319000.00
27156,PG0071,29400.00
18330,PG0585,34800.00
18312,PG0585,58000.00
9884,PG0278,4650800.00
18349,PG0585,17400.00
7137,PG0591,930300.00
27150,PG0071,4900.00
12926,PG0215,148000.00
13305,PG0485,228300.00
30804,PG0486,67300.00
12867,PG0215,461200.00
30763,PG0486,211600.00
12895,PG0215,665200.00
30700,PG0486,295700.00
12847,PG0215,520200.00
30816,PG0486,262600.00
12900,PG0215,601700.00
30799,PG0486,249300.00
12887,PG0215,324400.00
30749,PG0486,157300.00
13331,PG0485,254200.00
12874,PG0215,666000.00
30756,PG0486,296800.00
13273,PG0485,376800.00
12923,PG0215,619300.00
30710,PG0486,266100.00
13281,PG0485,241400.00
13283,PG0485,271000.00
12896,PG0215,610700.00
30792,PG0486,245700.00
13320,PG0485,278000.00
12826,PG0215,490500.00
30723,PG0486,198800.00
13353,PG0485,228700.00
12849,PG0215,483400.00
30730,PG0486,228300.00
12932,PG0215,564000.00
30709,PG0486,249500.00
12842,PG0215,517200.00
30732,PG0486,220400.00
13325,PG0485,227800.00
12936,PG0215,526400.00
30724,PG0486,232600.00
13365,PG0485,330100.00
12934,PG0215,867900.00
30705,PG0486,372700.00
12866,PG0215,497400.00
30697,PG0486,236600.00
13379,PG0485,211500.00
13260,PG0485,337900.00
12844,PG0215,479500.00
30722,PG0486,186600.00
13352,PG0485,155800.00
12920,PG0215,489800.00
30708,PG0486,233100.00
13285,PG0485,228400.00
12888,PG0215,636700.00
30702,PG0486,276100.00
12828,PG0215,599800.00
13277,PG0485,211600.00
30741,PG0486,267400.00
13298,PG0485,309000.00
13376,PG0485,286900.00
12855,PG0215,572600.00
30706,PG0486,236400.00
12914,PG0215,718000.00
30753,PG0486,287500.00
13280,PG0485,254200.00
12911,PG0215,645000.00
13274,PG0485,206700.00
30805,PG0486,296300.00
12908,PG0215,500800.00
30733,PG0486,236300.00
13259,PG0485,299900.00
12882,PG0215,517400.00
30784,PG0486,253200.00
13335,PG0485,284200.00
13271,PG0485,189800.00
12915,PG0215,533900.00
30715,PG0486,237200.00
12927,PG0215,573300.00
30714,PG0486,253600.00
13355,PG0485,322100.00
12856,PG0215,627500.00
30797,PG0486,261900.00
13311,PG0485,266900.00
13358,PG0485,333700.00
12903,PG0215,598200.00
30777,PG0486,266700.00
13377,PG0485,253700.00
12833,PG0215,736800.00
30807,PG0486,330000.00
12930,PG0215,800700.00
30806,PG0486,308900.00
13297,PG0485,236900.00
12825,PG0215,618400.00
30776,PG0486,291600.00
13290,PG0485,282200.00
12906,PG0215,562300.00
13312,PG0485,232900.00
30759,PG0486,257900.00
12925,PG0215,658900.00
30717,PG0486,308300.00
13336,PG0485,257400.00
13350,PG0485,333400.00
12851,PG0215,589900.00
30747,PG0486,270000.00
12861,PG0215,591700.00
30780,PG0486,254000.00
13270,PG0485,254600.00
12848,PG0215,589900.00
30736,PG0486,229000.00
13300,PG0485,325700.00
12893,PG0215,637800.00
30739,PG0486,300400.00
13327,PG0485,275200.00
12880,PG0215,454700.00
30718,PG0486,197900.00
12931,PG0215,590000.00
13329,PG0485,305100.00
30788,PG0486,278400.00
12935,PG0215,479500.00
30793,PG0486,204100.00
13330,PG0485,210900.00
12871,PG0215,443100.00
30752,PG0486,211900.00
13268,PG0485,211900.00
13378,PG0485,258800.00
12853,PG0215,663200.00
30742,PG0486,288400.00
12919,PG0215,581600.00
30767,PG0486,274800.00
13276,PG0485,267700.00
13326,PG0485,240500.00
13282,PG0485,283500.00
12916,PG0215,695100.00
30743,PG0486,274200.00
12875,PG0215,793800.00
30778,PG0486,363700.00
13293,PG0485,228900.00
12873,PG0215,822500.00
30782,PG0486,368100.00
12843,PG0215,330600.00
30770,PG0486,127300.00
12918,PG0215,905700.00
30707,PG0486,381400.00
13266,PG0485,224700.00
12937,PG0215,561500.00
30812,PG0486,278400.00
13278,PG0485,308700.00
13314,PG0485,232100.00
13359,PG0485,351900.00
12860,PG0215,370300.00
30765,PG0486,182500.00
13313,PG0485,334700.00
12868,PG0215,138700.00
30761,PG0486,55200.00
13287,PG0485,334500.00
573,PG0212,689800.00
13307,PG0485,279800.00
13339,PG0485,258400.00
13295,PG0485,135400.00
499,PG0212,690900.00
13318,PG0485,51400.00
538,PG0212,386700.00
13356,PG0485,8400.00
553,PG0212,341500.00
13369,PG0485,12700.00
20619,PG0247,59400.00
30843,PG0248,116000.00
30856,PG0248,87000.00
20635,PG0247,73900.00
30852,PG0248,133300.00
20627,PG0247,101500.00
30854,PG0248,204400.00
30848,PG0248,174000.00
30841,PG0248,117400.00
20617,PG0247,117400.00
30861,PG0248,87000.00
20637,PG0247,102900.00
20618,PG0247,189900.00
30859,PG0248,175400.00
30845,PG0248,131900.00
20625,PG0247,87000.00
20633,PG0247,145000.00
30846,PG0248,130500.00
30847,PG0248,101500.00
20629,PG0247,174000.00
20616,PG0247,146400.00
30858,PG0248,175400.00
30838,PG0248,102900.00
20624,PG0247,130500.00
30850,PG0248,246500.00
30853,PG0248,116000.00
20615,PG0247,232000.00
20630,PG0247,88400.00
20623,PG0247,116000.00
30862,PG0248,159500.00
30837,PG0248,101500.00
20640,PG0247,189900.00
30842,PG0248,58000.00
30851,PG0248,165100.00
20634,PG0247,159500.00
20628,PG0247,43500.00
30860,PG0248,131900.00
30840,PG0248,43500.00
20636,PG0247,247900.00
20621,PG0247,102900.00
30839,PG0248,73900.00
20631,PG0247,175400.00
20620,PG0247,145000.00
30849,PG0248,14500.00
7457,PG0505,172100.00
30609,PG0013,3020600.00
7463,PG0505,246100.00
30635,PG0013,4375800.00
7416,PG0505,96100.00
30630,PG0013,2409200.00
7459,PG0505,128200.00
30599,PG0013,873200.00
7412,PG0505,74900.00
30612,PG0013,2323900.00
7453,PG0505,149600.00
30608,PG0013,2713500.00
7466,PG0505,42800.00
30627,PG0013,724300.00
7745,PG0224,1288100.00
29241,PG0506,825200.00
14467,PG0501,273700.00
30827,PG0502,2702700.00
30820,PG0502,1177100.00
14459,PG0501,1329900.00
30833,PG0502,1920500.00
14466,PG0501,1173500.00
30823,PG0502,2158800.00
14455,PG0501,2073200.00
30831,PG0502,1881300.00
14460,PG0501,2002600.00
30819,PG0502,2902100.00
14457,PG0501,2503200.00
14463,PG0501,2190500.00
30830,PG0502,1916500.00
30835,PG0502,2233200.00
14465,PG0501,2632400.00
30821,PG0502,2468200.00
14464,PG0501,2041800.00
30825,PG0502,2542500.00
30829,PG0502,1685800.00
14462,PG0501,2197800.00
14468,PG0501,1802900.00
30834,PG0502,1212300.00
14469,PG0501,2823800.00
30822,PG0502,1216500.00
14456,PG0501,1372900.00
14461,PG0501,2742000.00
30836,PG0502,547600.00
14454,PG0501,1372800.00
30647,PG0522,201100.00
30694,PG0522,522900.00
30643,PG0522,227900.00
30666,PG0522,67000.00
30690,PG0522,335200.00
11733,PG0609,45200.00
13025,PG0611,22600.00
11736,PG0609,45200.00
13050,PG0611,22600.00
30536,PG0562,3439500.00
30557,PG0562,3152600.00
30564,PG0562,2580800.00
3369,PG0227,580200.00
30574,PG0562,1818500.00
3326,PG0227,581900.00
3395,PG0227,417000.00
30529,PG0562,1321500.00
3350,PG0227,672000.00
30538,PG0562,1774700.00
3376,PG0227,361100.00
30522,PG0562,1596700.00
3307,PG0227,240100.00
30518,PG0562,563400.00
3346,PG0227,323000.00
30533,PG0562,1200700.00
30553,PG0562,286000.00
3272,PG0227,113100.00
30534,PG0562,940700.00
4726,PG0561,1038500.00
3242,PG0227,107400.00
30545,PG0562,301000.00
4753,PG0561,492600.00
4739,PG0561,777400.00
8318,PG0230,126500.00
4733,PG0561,492900.00
8324,PG0230,157600.00
4752,PG0561,354000.00
8307,PG0230,189800.00
28016,PG0321,249200.00
30893,PG0322,747600.00
30894,PG0322,1000400.00
28013,PG0321,249200.00
30895,PG0322,569600.00
28019,PG0321,466400.00
28011,PG0321,537600.00
30892,PG0322,964800.00
28020,PG0321,430800.00
30896,PG0322,822400.00
28015,PG0321,936400.00
30885,PG0322,715600.00
28009,PG0321,712000.00
30884,PG0322,537600.00
30887,PG0322,1648400.00
28017,PG0321,1249600.00
28006,PG0321,391600.00
30888,PG0322,2360400.00
30882,PG0322,505600.00
28012,PG0321,925600.00
30891,PG0322,1780000.00
28018,PG0321,676400.00
28010,PG0321,1068000.00
30890,PG0322,680000.00
28014,PG0321,498400.00
30889,PG0322,213600.00
28021,PG0321,964800.00
30587,PG0013,2723000.00
30623,PG0013,2697900.00
30601,PG0013,905300.00
30578,PG0013,1184400.00
30616,PG0013,84000.00
7733,PG0224,1797100.00
6760,PG0301,767000.00
6759,PG0301,342100.00
6715,PG0301,462800.00
6709,PG0301,392900.00
6756,PG0301,426800.00
6706,PG0301,51000.00
6718,PG0301,307900.00
24577,PG0302,1143000.00
6748,PG0301,204300.00
24598,PG0302,1175400.00
6740,PG0301,51100.00
5538,PG0529,1559300.00
5491,PG0529,1087900.00
5536,PG0529,920800.00
5533,PG0529,731800.00
5489,PG0529,284200.00
5541,PG0529,412800.00
5487,PG0529,637800.00
5502,PG0529,130800.00
18069,PG0704,1799900.00
18086,PG0704,1474400.00
18044,PG0704,1460900.00
18048,PG0704,1866300.00
18080,PG0704,1593900.00
18088,PG0704,2132000.00
18079,PG0704,2271300.00
18058,PG0704,3141500.00
18078,PG0704,3599900.00
18090,PG0704,4383400.00
18073,PG0704,3260800.00
18068,PG0704,4523000.00
18034,PG0704,4190600.00
18066,PG0704,4389700.00
18038,PG0704,6727800.00
18071,PG0704,4463100.00
18035,PG0704,4855000.00
18050,PG0704,3865300.00
18054,PG0704,4861400.00
18092,PG0704,5127200.00
18089,PG0704,6867500.00
18082,PG0704,4071100.00
18064,PG0704,3798700.00
18039,PG0704,4124400.00
18059,PG0704,5791400.00
18084,PG0704,3606200.00
18043,PG0704,5187000.00
18052,PG0704,5459100.00
18056,PG0704,3533100.00
18083,PG0704,4197200.00
18040,PG0704,5319700.00
18042,PG0704,4994400.00
18081,PG0704,5858000.00
18061,PG0704,5990800.00
18091,PG0704,5001100.00
18085,PG0704,4522600.00
18065,PG0704,4456400.00
18057,PG0704,4124000.00
6031,PG0703,670800.00
6025,PG0703,1593900.00
18049,PG0704,5791400.00
6000,PG0703,1268600.00
18074,PG0704,4389800.00
6001,PG0703,2464100.00
18060,PG0704,4130900.00
18036,PG0704,4928000.00
6026,PG0703,929900.00
6029,PG0703,664100.00
18070,PG0704,4861300.00
18045,PG0704,4130800.00
18041,PG0704,4463300.00
18047,PG0704,4469700.00
18055,PG0704,3187900.00
5998,PG0703,332100.00
18051,PG0704,3865100.00
26588,PG0201,2317900.00
26569,PG0201,1996000.00
26564,PG0201,1931700.00
26598,PG0201,1809500.00
26597,PG0201,1938100.00
26613,PG0201,2131200.00
26616,PG0201,2388700.00
26585,PG0201,2337200.00
26595,PG0201,2266500.00
26607,PG0201,2124800.00
26570,PG0201,2066700.00
26593,PG0201,2717000.00
26557,PG0201,2839400.00
26579,PG0201,2524000.00
26573,PG0201,1996200.00
4247,PG0200,3039200.00
26605,PG0201,3354500.00
26614,PG0201,3805100.00
26591,PG0201,2002600.00
26572,PG0201,2137800.00
26610,PG0201,2575400.00
26582,PG0201,3174200.00
26563,PG0201,1803000.00
26562,PG0201,2704400.00
26575,PG0201,2575600.00
26581,PG0201,2131300.00
26567,PG0201,2897800.00
26559,PG0201,3032600.00
26592,PG0201,3412500.00
26561,PG0201,2704300.00
26612,PG0201,3161300.00
26565,PG0201,2073300.00
26568,PG0201,1803200.00
26606,PG0201,2318100.00
26589,PG0201,3225700.00
26584,PG0201,2202000.00
4228,PG0200,3032700.00
26609,PG0201,3354500.00
4237,PG0200,2575600.00
26574,PG0201,2910300.00
26558,PG0201,2710800.00
4207,PG0200,2189200.00
26615,PG0201,2710900.00
26590,PG0201,3026400.00
4235,PG0200,1294300.00
26576,PG0201,2659200.00
4224,PG0200,2446700.00
26600,PG0201,3419000.00
4225,PG0200,2704300.00
4202,PG0200,2131300.00
4214,PG0200,1944600.00
26601,PG0201,2453100.00
26580,PG0201,2833200.00
4243,PG0200,1744800.00
26571,PG0201,3290300.00
4240,PG0200,978700.00
4220,PG0200,714800.00
26608,PG0201,1745000.00
26577,PG0201,1693300.00
26617,PG0201,3110000.00
26596,PG0201,1352300.00
31469,PG0338,305000.00
31473,PG0338,377700.00
31496,PG0338,375700.00
31468,PG0338,203000.00
31500,PG0338,385800.00
31510,PG0338,143400.00
31472,PG0338,174700.00
31497,PG0338,326200.00
31506,PG0338,317100.00
31493,PG0338,406000.00
31518,PG0338,264600.00
31476,PG0338,428200.00
31488,PG0338,438300.00
31482,PG0338,466600.00
31499,PG0338,397900.00
31507,PG0338,356500.00
31524,PG0338,326200.00
31513,PG0338,325200.00
