booking_date,total_bookings,total_revenue
"2017-06-28 21:19:00",2,156400.00
"2017-06-28 21:22:00",4,111200.00
"2017-06-28 21:23:00",2,231600.00
"2017-06-28 21:24:00",1,67600.00
"2017-06-28 21:25:00",1,134600.00
"2017-06-28 21:26:00",1,39500.00
"2017-06-28 21:28:00",4,258600.00
"2017-06-28 21:29:00",1,94000.00
"2017-06-28 21:30:00",1,114300.00
"2017-06-28 21:31:00",1,87800.00
"2017-06-28 21:32:00",1,139000.00
"2017-06-28 21:34:00",1,32800.00
"2017-06-28 21:36:00",1,16400.00
"2017-06-28 21:38:00",1,148200.00
"2017-06-28 21:39:00",2,21800.00
"2017-06-28 21:44:00",2,232300.00
"2017-06-28 21:45:00",1,46300.00
"2017-06-28 21:46:00",1,46000.00
"2017-06-28 21:47:00",1,22100.00
"2017-06-28 21:49:00",1,92800.00
"2017-06-28 21:50:00",1,81300.00
"2017-06-28 21:52:00",1,87000.00
"2017-06-28 21:54:00",1,54800.00
"2017-06-28 21:56:00",2,88800.00
"2017-06-28 21:57:00",1,26700.00
"2017-06-28 22:01:00",1,98400.00
"2017-06-28 22:02:00",4,102500.00
"2017-06-28 22:04:00",1,70100.00
"2017-06-28 22:05:00",2,63300.00
"2017-06-28 22:07:00",1,54400.00
"2017-06-28 22:08:00",1,86400.00
"2017-06-28 22:10:00",1,13400.00
"2017-06-28 22:11:00",1,21400.00
"2017-06-28 22:15:00",1,111600.00
"2017-06-28 22:18:00",1,28800.00
"2017-06-28 22:19:00",1,192400.00
"2017-06-28 22:21:00",2,165600.00
"2017-06-28 22:22:00",1,133700.00
"2017-06-28 22:23:00",1,79600.00
"2017-06-28 22:25:00",4,222900.00
"2017-06-28 22:26:00",1,35400.00
"2017-06-28 22:27:00",1,23600.00
"2017-06-28 22:30:00",2,97300.00
"2017-06-28 22:32:00",1,152200.00
"2017-06-28 22:34:00",2,170100.00
"2017-06-28 22:38:00",2,159400.00
"2017-06-28 22:39:00",2,206000.00
"2017-06-28 22:40:00",1,94900.00
"2017-06-28 22:44:00",1,67200.00
"2017-06-28 22:45:00",2,174600.00
"2017-06-28 22:46:00",1,84100.00
"2017-06-28 22:52:00",2,117300.00
"2017-06-28 22:53:00",2,167900.00
"2017-06-28 22:54:00",1,56100.00
"2017-06-28 22:55:00",1,37900.00
"2017-06-28 22:56:00",1,17200.00
"2017-06-28 22:58:00",2,279800.00
"2017-06-28 23:01:00",1,782000.00
"2017-06-28 23:02:00",3,332000.00
"2017-06-28 23:03:00",1,67100.00
"2017-06-28 23:04:00",2,244100.00
"2017-06-28 23:05:00",1,42800.00
"2017-06-28 23:06:00",2,60100.00
"2017-06-28 23:07:00",3,318600.00
"2017-06-28 23:09:00",2,185200.00
"2017-06-28 23:10:00",3,95300.00
"2017-06-28 23:11:00",1,92900.00
"2017-06-28 23:12:00",1,39300.00
"2017-06-28 23:13:00",1,70700.00
"2017-06-28 23:14:00",1,98400.00
"2017-06-28 23:15:00",1,35800.00
"2017-06-28 23:17:00",2,150400.00
"2017-06-28 23:18:00",1,81700.00
"2017-06-28 23:19:00",1,48500.00
"2017-06-28 23:20:00",1,30200.00
"2017-06-28 23:21:00",2,53600.00
"2017-06-28 23:27:00",1,13700.00
"2017-06-28 23:29:00",1,62000.00
"2017-06-28 23:31:00",1,23200.00
"2017-06-28 23:32:00",1,46400.00
"2017-06-28 23:33:00",1,69500.00
"2017-06-28 23:35:00",1,31600.00
"2017-06-28 23:36:00",2,569100.00
"2017-06-28 23:37:00",1,18600.00
"2017-06-28 23:38:00",2,71500.00
"2017-06-28 23:40:00",1,59800.00
"2017-06-28 23:41:00",4,200500.00
"2017-06-28 23:43:00",3,128300.00
"2017-06-28 23:44:00",1,68600.00
"2017-06-28 23:48:00",1,76900.00
"2017-06-28 23:49:00",1,26000.00
"2017-06-28 23:51:00",1,113700.00
"2017-06-28 23:52:00",5,272200.00
"2017-06-28 23:54:00",1,201200.00
"2017-06-28 23:55:00",2,86500.00
"2017-06-28 23:59:00",1,55900.00
"2017-06-29 00:00:00",2,245200.00
"2017-06-29 00:02:00",2,12300.00
"2017-06-29 00:04:00",1,64400.00
"2017-06-29 00:05:00",2,69600.00
"2017-06-29 00:08:00",2,198800.00
"2017-06-29 00:09:00",2,174000.00
"2017-06-29 00:10:00",1,157000.00
"2017-06-29 00:14:00",2,188400.00
"2017-06-29 00:15:00",1,46300.00
"2017-06-29 00:16:00",1,133100.00
"2017-06-29 00:17:00",1,73100.00
"2017-06-29 00:18:00",1,139000.00
"2017-06-29 00:19:00",1,35100.00
"2017-06-29 00:20:00",1,141000.00
"2017-06-29 00:22:00",1,48800.00
"2017-06-29 00:25:00",1,100600.00
"2017-06-29 00:26:00",3,170500.00
"2017-06-29 00:27:00",1,16400.00
"2017-06-29 00:30:00",3,181500.00
"2017-06-29 00:36:00",1,134700.00
"2017-06-29 00:41:00",1,89700.00
"2017-06-29 00:43:00",1,49400.00
"2017-06-29 00:44:00",4,405900.00
"2017-06-29 00:45:00",2,190500.00
"2017-06-29 00:46:00",2,156100.00
"2017-06-29 00:47:00",1,176800.00
"2017-06-29 00:48:00",3,179300.00
"2017-06-29 00:49:00",4,166500.00
"2017-06-29 00:51:00",2,130500.00
"2017-06-29 00:52:00",1,23200.00
"2017-06-29 00:53:00",3,207200.00
"2017-06-29 00:54:00",1,42400.00
"2017-06-29 00:56:00",1,58400.00
"2017-06-29 00:57:00",1,8800.00
"2017-06-29 00:59:00",2,37400.00
"2017-06-29 01:00:00",2,107700.00
"2017-06-29 01:05:00",1,173100.00
"2017-06-29 01:06:00",1,58600.00
"2017-06-29 01:07:00",2,130800.00
"2017-06-29 01:08:00",1,22000.00
"2017-06-29 01:09:00",2,57200.00
"2017-06-29 01:10:00",1,102600.00
"2017-06-29 01:11:00",3,261000.00
"2017-06-29 01:13:00",2,235700.00
"2017-06-29 01:15:00",2,140000.00
"2017-06-29 01:16:00",2,84100.00
"2017-06-29 01:18:00",2,92900.00
"2017-06-29 01:19:00",3,307400.00
"2017-06-29 01:20:00",2,152800.00
"2017-06-29 01:23:00",1,28800.00
"2017-06-29 01:24:00",4,228400.00
"2017-06-29 01:25:00",2,154600.00
"2017-06-29 01:26:00",1,25600.00
"2017-06-29 01:27:00",3,88000.00
"2017-06-29 01:28:00",2,173100.00
"2017-06-29 01:29:00",1,25800.00
"2017-06-29 01:31:00",2,160600.00
"2017-06-29 01:32:00",2,67000.00
"2017-06-29 01:33:00",3,172700.00
"2017-06-29 01:35:00",2,126400.00
"2017-06-29 01:36:00",2,101100.00
"2017-06-29 01:38:00",1,24400.00
"2017-06-29 01:39:00",1,106400.00
"2017-06-29 01:40:00",5,277700.00
"2017-06-29 01:42:00",1,87600.00
"2017-06-29 01:46:00",2,22700.00
"2017-06-29 01:49:00",2,116000.00
"2017-06-29 01:50:00",2,133200.00
"2017-06-29 01:51:00",2,69100.00
"2017-06-29 01:53:00",1,92800.00
"2017-06-29 01:54:00",2,100100.00
"2017-06-29 01:55:00",3,57300.00
"2017-06-29 01:57:00",1,66600.00
"2017-06-29 01:58:00",2,77400.00
"2017-06-29 01:59:00",1,27800.00
"2017-06-29 02:01:00",2,389100.00
"2017-06-29 02:02:00",1,23600.00
"2017-06-29 02:03:00",1,59000.00
"2017-06-29 02:04:00",2,40400.00
"2017-06-29 02:07:00",2,47600.00
"2017-06-29 02:08:00",3,260000.00
"2017-06-29 02:09:00",1,25200.00
"2017-06-29 02:10:00",1,87100.00
"2017-06-29 02:11:00",1,119700.00
"2017-06-29 02:12:00",2,152500.00
"2017-06-29 02:14:00",1,52000.00
"2017-06-29 02:16:00",2,149700.00
"2017-06-29 02:17:00",1,47800.00
"2017-06-29 02:18:00",1,57500.00
"2017-06-29 02:19:00",2,62500.00
"2017-06-29 02:20:00",1,135400.00
"2017-06-29 02:21:00",1,44600.00
"2017-06-29 02:22:00",3,409800.00
"2017-06-29 02:24:00",3,358800.00
"2017-06-29 02:26:00",2,107700.00
"2017-06-29 02:28:00",1,22400.00
"2017-06-29 02:29:00",3,245800.00
"2017-06-29 02:30:00",3,183600.00
"2017-06-29 02:31:00",2,153800.00
"2017-06-29 02:32:00",4,477600.00
"2017-06-29 02:34:00",3,106600.00
"2017-06-29 02:36:00",2,186200.00
"2017-06-29 02:38:00",3,276500.00
"2017-06-29 02:39:00",1,47100.00
"2017-06-29 02:40:00",2,132400.00
"2017-06-29 02:42:00",2,85500.00
"2017-06-29 02:43:00",3,154200.00
"2017-06-29 02:45:00",1,27900.00
"2017-06-29 02:46:00",1,35600.00
"2017-06-29 02:48:00",2,61600.00
"2017-06-29 02:49:00",3,195900.00
"2017-06-29 02:53:00",1,62200.00
"2017-06-29 02:54:00",1,113200.00
"2017-06-29 02:56:00",4,256000.00
"2017-06-29 02:57:00",2,124600.00
"2017-06-29 02:58:00",3,259900.00
"2017-06-29 02:59:00",3,171800.00
"2017-06-29 03:00:00",1,117800.00
"2017-06-29 03:01:00",2,218900.00
"2017-06-29 03:02:00",5,635100.00
"2017-06-29 03:04:00",4,232200.00
"2017-06-29 03:05:00",1,44800.00
"2017-06-29 03:06:00",1,79600.00
"2017-06-29 03:07:00",1,77900.00
"2017-06-29 03:08:00",2,101600.00
"2017-06-29 03:09:00",2,267800.00
"2017-06-29 03:10:00",1,29400.00
"2017-06-29 03:12:00",2,150000.00
"2017-06-29 03:13:00",2,72100.00
"2017-06-29 03:14:00",3,473900.00
"2017-06-29 03:15:00",1,187600.00
"2017-06-29 03:16:00",1,54000.00
"2017-06-29 03:17:00",1,149200.00
"2017-06-29 03:20:00",2,236800.00
"2017-06-29 03:22:00",2,156000.00
"2017-06-29 03:23:00",1,124200.00
"2017-06-29 03:24:00",3,202100.00
"2017-06-29 03:25:00",4,205200.00
"2017-06-29 03:26:00",2,165400.00
"2017-06-29 03:27:00",2,76800.00
"2017-06-29 03:28:00",1,26000.00
"2017-06-29 03:29:00",2,90600.00
"2017-06-29 03:30:00",2,280000.00
"2017-06-29 03:32:00",1,112100.00
"2017-06-29 03:35:00",3,377800.00
"2017-06-29 03:36:00",3,472500.00
"2017-06-29 03:37:00",2,214700.00
"2017-06-29 03:38:00",4,257400.00
"2017-06-29 03:39:00",2,107400.00
"2017-06-29 03:40:00",1,99700.00
"2017-06-29 03:41:00",1,54200.00
"2017-06-29 03:42:00",3,90000.00
"2017-06-29 03:44:00",2,86900.00
"2017-06-29 03:45:00",1,76600.00
"2017-06-29 03:46:00",1,57400.00
"2017-06-29 03:47:00",1,43100.00
"2017-06-29 03:49:00",1,6000.00
"2017-06-29 03:50:00",2,68900.00
"2017-06-29 03:51:00",2,179600.00
"2017-06-29 03:52:00",2,147700.00
"2017-06-29 03:53:00",1,26600.00
"2017-06-29 03:56:00",2,90200.00
"2017-06-29 03:58:00",3,211000.00
"2017-06-29 03:59:00",4,566500.00
"2017-06-29 04:01:00",1,30000.00
"2017-06-29 04:02:00",1,6000.00
"2017-06-29 04:03:00",1,185600.00
"2017-06-29 04:04:00",2,102400.00
"2017-06-29 04:05:00",1,23600.00
"2017-06-29 04:07:00",3,184800.00
"2017-06-29 04:08:00",3,189900.00
"2017-06-29 04:09:00",1,52400.00
"2017-06-29 04:10:00",2,237900.00
"2017-06-29 04:11:00",1,62600.00
"2017-06-29 04:12:00",1,28800.00
"2017-06-29 04:15:00",1,101200.00
"2017-06-29 04:18:00",1,51900.00
"2017-06-29 04:19:00",1,51300.00
"2017-06-29 04:20:00",2,108000.00
"2017-06-29 04:22:00",1,9200.00
"2017-06-29 04:23:00",1,125500.00
"2017-06-29 04:25:00",3,241800.00
"2017-06-29 04:26:00",2,47700.00
"2017-06-29 04:27:00",2,94600.00
"2017-06-29 04:31:00",2,46000.00
"2017-06-29 04:33:00",2,77400.00
"2017-06-29 04:34:00",1,14000.00
"2017-06-29 04:35:00",1,111700.00
"2017-06-29 04:38:00",2,139200.00
"2017-06-29 04:39:00",2,189500.00
"2017-06-29 04:41:00",2,83000.00
"2017-06-29 04:42:00",2,163400.00
"2017-06-29 04:43:00",2,270600.00
"2017-06-29 04:45:00",1,46300.00
"2017-06-29 04:46:00",1,115800.00
"2017-06-29 04:48:00",4,719100.00
"2017-06-29 04:49:00",2,158400.00
"2017-06-29 04:50:00",1,20400.00
"2017-06-29 04:51:00",1,52000.00
"2017-06-29 04:52:00",1,296000.00
"2017-06-29 04:53:00",3,117500.00
"2017-06-29 04:54:00",3,204100.00
"2017-06-29 04:55:00",1,271100.00
"2017-06-29 04:56:00",1,76600.00
"2017-06-29 05:00:00",1,30200.00
"2017-06-29 05:02:00",3,204900.00
"2017-06-29 05:03:00",2,248100.00
"2017-06-29 05:04:00",1,167500.00
"2017-06-29 05:06:00",1,11600.00
"2017-06-29 05:07:00",3,141300.00
"2017-06-29 05:08:00",3,377100.00
"2017-06-29 05:10:00",4,241900.00
"2017-06-29 05:11:00",2,237000.00
"2017-06-29 05:12:00",1,28000.00
"2017-06-29 05:13:00",1,64600.00
"2017-06-29 05:15:00",1,187600.00
"2017-06-29 05:16:00",1,405100.00
"2017-06-29 05:20:00",4,230600.00
"2017-06-29 05:21:00",1,26500.00
"2017-06-29 05:22:00",2,229200.00
"2017-06-29 05:23:00",1,67800.00
"2017-06-29 05:25:00",1,56000.00
"2017-06-29 05:27:00",2,226100.00
"2017-06-29 05:28:00",3,310900.00
"2017-06-29 05:29:00",2,250600.00
"2017-06-29 05:30:00",1,29600.00
"2017-06-29 05:31:00",1,93000.00
"2017-06-29 05:32:00",2,203300.00
"2017-06-29 05:33:00",3,303100.00
"2017-06-29 05:34:00",1,77200.00
"2017-06-29 05:35:00",5,641900.00
"2017-06-29 05:37:00",2,612000.00
"2017-06-29 05:38:00",1,27200.00
"2017-06-29 05:41:00",1,187600.00
"2017-06-29 05:42:00",1,95700.00
"2017-06-29 05:43:00",1,13400.00
"2017-06-29 05:44:00",3,504900.00
"2017-06-29 05:45:00",2,504400.00
"2017-06-29 05:46:00",1,272300.00
"2017-06-29 05:48:00",2,92000.00
"2017-06-29 05:49:00",1,136800.00
"2017-06-29 05:50:00",1,40000.00
"2017-06-29 05:51:00",2,324400.00
"2017-06-29 05:52:00",1,93900.00
"2017-06-29 05:53:00",1,25600.00
"2017-06-29 05:54:00",2,107700.00
"2017-06-29 05:55:00",2,227600.00
"2017-06-29 05:56:00",3,519400.00
"2017-06-29 05:57:00",1,37900.00
"2017-06-29 05:59:00",1,12000.00
"2017-06-29 06:00:00",2,238000.00
"2017-06-29 06:01:00",2,107600.00
"2017-06-29 06:02:00",3,217200.00
"2017-06-29 06:03:00",1,96800.00
"2017-06-29 06:04:00",3,441300.00
"2017-06-29 06:05:00",1,109300.00
"2017-06-29 06:07:00",2,233100.00
"2017-06-29 06:08:00",2,85700.00
"2017-06-29 06:09:00",1,50800.00
"2017-06-29 06:10:00",2,120000.00
"2017-06-29 06:11:00",2,48400.00
"2017-06-29 06:12:00",2,170000.00
"2017-06-29 06:13:00",1,43100.00
"2017-06-29 06:14:00",2,81600.00
"2017-06-29 06:15:00",1,18800.00
"2017-06-29 06:16:00",1,21200.00
"2017-06-29 06:17:00",1,92200.00
"2017-06-29 06:18:00",2,67000.00
"2017-06-29 06:19:00",2,124600.00
"2017-06-29 06:20:00",1,136800.00
"2017-06-29 06:21:00",1,65900.00
"2017-06-29 06:23:00",1,34000.00
"2017-06-29 06:26:00",2,155800.00
"2017-06-29 06:27:00",3,142600.00
"2017-06-29 06:28:00",1,12600.00
"2017-06-29 06:32:00",1,23600.00
"2017-06-29 06:33:00",1,135400.00
"2017-06-29 06:34:00",2,167400.00
"2017-06-29 06:36:00",2,155000.00
"2017-06-29 06:39:00",1,38200.00
"2017-06-29 06:40:00",1,48800.00
"2017-06-29 06:41:00",1,55800.00
"2017-06-29 06:42:00",1,128800.00
"2017-06-29 06:43:00",2,183500.00
"2017-06-29 06:44:00",1,84000.00
"2017-06-29 06:47:00",2,111400.00
"2017-06-29 06:48:00",2,127200.00
"2017-06-29 06:50:00",5,115000.00
"2017-06-29 06:51:00",1,12000.00
"2017-06-29 06:53:00",1,47400.00
"2017-06-29 06:54:00",2,441900.00
"2017-06-29 06:55:00",2,92700.00
"2017-06-29 06:56:00",2,313800.00
"2017-06-29 06:58:00",4,214900.00
"2017-06-29 06:59:00",2,236200.00
"2017-06-29 07:00:00",1,67700.00
"2017-06-29 07:01:00",2,240000.00
"2017-06-29 07:04:00",1,121400.00
"2017-06-29 07:05:00",3,476900.00
"2017-06-29 07:06:00",3,205500.00
"2017-06-29 07:07:00",1,16800.00
"2017-06-29 07:08:00",2,83400.00
"2017-06-29 07:10:00",1,55800.00
"2017-06-29 07:11:00",3,349300.00
"2017-06-29 07:13:00",2,85000.00
"2017-06-29 07:14:00",1,182300.00
"2017-06-29 07:15:00",1,75600.00
"2017-06-29 07:16:00",4,200300.00
"2017-06-29 07:18:00",2,104800.00
"2017-06-29 07:19:00",1,89600.00
"2017-06-29 07:20:00",1,48400.00
"2017-06-29 07:21:00",1,133200.00
"2017-06-29 07:22:00",2,93900.00
"2017-06-29 07:23:00",3,650100.00
"2017-06-29 07:24:00",1,406200.00
"2017-06-29 07:25:00",2,100700.00
"2017-06-29 07:27:00",2,426900.00
"2017-06-29 07:28:00",3,188800.00
"2017-06-29 07:29:00",2,124200.00
"2017-06-29 07:33:00",2,53000.00
"2017-06-29 07:34:00",1,116900.00
"2017-06-29 07:35:00",1,56000.00
"2017-06-29 07:36:00",2,124000.00
"2017-06-29 07:37:00",1,396800.00
"2017-06-29 07:38:00",2,100600.00
"2017-06-29 07:39:00",3,243400.00
"2017-06-29 07:40:00",1,50000.00
"2017-06-29 07:41:00",2,211900.00
"2017-06-29 07:42:00",2,83800.00
"2017-06-29 07:44:00",3,408400.00
"2017-06-29 07:45:00",1,92100.00
"2017-06-29 07:48:00",2,137700.00
"2017-06-29 07:50:00",1,30800.00
"2017-06-29 07:51:00",3,129500.00
"2017-06-29 07:52:00",1,49100.00
"2017-06-29 07:54:00",1,57600.00
"2017-06-29 07:55:00",4,606300.00
"2017-06-29 07:56:00",3,192800.00
"2017-06-29 07:58:00",5,309800.00
"2017-06-29 08:01:00",4,193400.00
"2017-06-29 08:02:00",2,79300.00
"2017-06-29 08:03:00",3,407900.00
"2017-06-29 08:05:00",3,93300.00
"2017-06-29 08:06:00",2,166800.00
"2017-06-29 08:07:00",1,56000.00
"2017-06-29 08:08:00",2,59700.00
"2017-06-29 08:09:00",2,154700.00
"2017-06-29 08:10:00",3,263000.00
"2017-06-29 08:11:00",2,36800.00
"2017-06-29 08:13:00",1,231900.00
"2017-06-29 08:16:00",6,273800.00
"2017-06-29 08:17:00",3,117100.00
"2017-06-29 08:18:00",1,8000.00
"2017-06-29 08:19:00",2,169200.00
"2017-06-29 08:20:00",1,62600.00
"2017-06-29 08:21:00",2,66800.00
"2017-06-29 08:23:00",1,34600.00
"2017-06-29 08:25:00",4,162800.00
"2017-06-29 08:26:00",1,40000.00
"2017-06-29 08:27:00",2,180500.00
"2017-06-29 08:28:00",2,68800.00
"2017-06-29 08:31:00",2,214900.00
"2017-06-29 08:32:00",1,167400.00
"2017-06-29 08:33:00",3,138900.00
"2017-06-29 08:34:00",2,153900.00
"2017-06-29 08:35:00",2,273300.00
"2017-06-29 08:36:00",2,76900.00
"2017-06-29 08:37:00",3,156000.00
"2017-06-29 08:38:00",1,47000.00
"2017-06-29 08:39:00",2,166100.00
"2017-06-29 08:41:00",2,153200.00
"2017-06-29 08:42:00",2,30000.00
"2017-06-29 08:44:00",1,229400.00
"2017-06-29 08:45:00",1,67900.00
"2017-06-29 08:46:00",1,26000.00
"2017-06-29 08:47:00",2,127000.00
"2017-06-29 08:49:00",1,14000.00
"2017-06-29 08:50:00",2,120200.00
"2017-06-29 08:51:00",2,143900.00
"2017-06-29 08:52:00",2,136700.00
"2017-06-29 08:53:00",1,14700.00
"2017-06-29 08:54:00",2,141000.00
"2017-06-29 08:55:00",4,252600.00
"2017-06-29 08:56:00",1,88500.00
"2017-06-29 08:58:00",2,27600.00
"2017-06-29 09:03:00",4,403700.00
"2017-06-29 09:04:00",3,159600.00
"2017-06-29 09:05:00",1,12400.00
"2017-06-29 09:06:00",1,123000.00
"2017-06-29 09:07:00",2,71100.00
"2017-06-29 09:08:00",2,141200.00
"2017-06-29 09:10:00",1,68300.00
"2017-06-29 09:12:00",2,37300.00
"2017-06-29 09:13:00",1,56100.00
"2017-06-29 09:14:00",1,81900.00
"2017-06-29 09:15:00",1,28000.00
"2017-06-29 09:16:00",2,208800.00
"2017-06-29 09:18:00",3,297900.00
"2017-06-29 09:19:00",2,169600.00
"2017-06-29 09:21:00",1,103800.00
"2017-06-29 09:22:00",2,32200.00
"2017-06-29 09:23:00",1,40800.00
"2017-06-29 09:24:00",1,265800.00
"2017-06-29 09:25:00",2,143800.00
"2017-06-29 09:27:00",3,82000.00
"2017-06-29 09:28:00",1,70600.00
"2017-06-29 09:29:00",2,244000.00
"2017-06-29 09:31:00",1,22000.00
"2017-06-29 09:32:00",3,118300.00
"2017-06-29 09:33:00",2,154000.00
"2017-06-29 09:34:00",2,178800.00
"2017-06-29 09:35:00",1,68400.00
"2017-06-29 09:36:00",1,666000.00
"2017-06-29 09:37:00",3,332400.00
"2017-06-29 09:38:00",2,125600.00
"2017-06-29 09:39:00",1,22000.00
"2017-06-29 09:40:00",2,101400.00
"2017-06-29 09:41:00",2,207500.00
"2017-06-29 09:42:00",2,112800.00
"2017-06-29 09:44:00",1,28800.00
"2017-06-29 09:46:00",1,94000.00
"2017-06-29 09:47:00",1,22000.00
"2017-06-29 09:48:00",1,98400.00
"2017-06-29 09:49:00",1,59200.00
"2017-06-29 09:50:00",4,564300.00
"2017-06-29 09:51:00",3,233700.00
"2017-06-29 09:52:00",1,122400.00
"2017-06-29 09:53:00",1,97500.00
"2017-06-29 09:54:00",1,40400.00
"2017-06-29 09:55:00",2,94000.00
"2017-06-29 09:56:00",3,121900.00
"2017-06-29 09:57:00",1,40800.00
"2017-06-29 09:58:00",1,36200.00
"2017-06-29 09:59:00",1,139000.00
"2017-06-29 10:00:00",1,53100.00
"2017-06-29 10:01:00",1,413500.00
"2017-06-29 10:02:00",1,155300.00
"2017-06-29 10:03:00",1,14700.00
"2017-06-29 10:05:00",2,89000.00
"2017-06-29 10:07:00",1,102700.00
"2017-06-29 10:08:00",1,104800.00
"2017-06-29 10:09:00",1,68800.00
"2017-06-29 10:10:00",1,138800.00
"2017-06-29 10:12:00",6,353300.00
"2017-06-29 10:13:00",2,142100.00
"2017-06-29 10:15:00",1,61800.00
"2017-06-29 10:16:00",1,89800.00
"2017-06-29 10:17:00",3,285400.00
"2017-06-29 10:19:00",3,210000.00
"2017-06-29 10:20:00",1,46200.00
"2017-06-29 10:21:00",4,241700.00
"2017-06-29 10:23:00",1,67600.00
"2017-06-29 10:26:00",1,214300.00
"2017-06-29 10:27:00",2,166200.00
"2017-06-29 10:28:00",1,45200.00
"2017-06-29 10:29:00",1,118300.00
"2017-06-29 10:30:00",2,140600.00
"2017-06-29 10:31:00",1,39500.00
"2017-06-29 10:32:00",1,38500.00
"2017-06-29 10:33:00",2,159900.00
"2017-06-29 10:34:00",3,217700.00
"2017-06-29 10:36:00",2,61200.00
"2017-06-29 10:37:00",3,423100.00
"2017-06-29 10:39:00",3,152700.00
"2017-06-29 10:40:00",1,19600.00
"2017-06-29 10:41:00",1,273400.00
"2017-06-29 10:42:00",2,169100.00
"2017-06-29 10:43:00",1,23200.00
"2017-06-29 10:44:00",1,56100.00
"2017-06-29 10:45:00",1,90600.00
"2017-06-29 10:46:00",2,96400.00
"2017-06-29 10:47:00",2,72400.00
"2017-06-29 10:48:00",1,29600.00
"2017-06-29 10:49:00",3,329100.00
"2017-06-29 10:50:00",1,67600.00
"2017-06-29 10:52:00",1,38800.00
"2017-06-29 10:53:00",2,120100.00
"2017-06-29 10:54:00",2,97800.00
"2017-06-29 10:55:00",1,49800.00
"2017-06-29 10:56:00",2,108800.00
"2017-06-29 10:57:00",3,231900.00
"2017-06-29 10:58:00",1,67700.00
"2017-06-29 10:59:00",1,141400.00
"2017-06-29 11:00:00",1,136200.00
"2017-06-29 11:01:00",5,612900.00
"2017-06-29 11:02:00",2,138600.00
"2017-06-29 11:03:00",4,262200.00
"2017-06-29 11:04:00",1,27800.00
"2017-06-29 11:05:00",2,50400.00
"2017-06-29 11:06:00",3,196700.00
"2017-06-29 11:07:00",1,58800.00
"2017-06-29 11:08:00",2,108700.00
"2017-06-29 11:09:00",3,190000.00
"2017-06-29 11:11:00",2,225600.00
"2017-06-29 11:14:00",2,414200.00
"2017-06-29 11:15:00",2,106000.00
"2017-06-29 11:16:00",3,259600.00
"2017-06-29 11:17:00",1,49100.00
"2017-06-29 11:19:00",1,46800.00
"2017-06-29 11:21:00",3,143400.00
"2017-06-29 11:22:00",2,80000.00
"2017-06-29 11:23:00",4,273200.00
"2017-06-29 11:24:00",2,134700.00
"2017-06-29 11:25:00",2,20800.00
"2017-06-29 11:26:00",1,44800.00
"2017-06-29 11:27:00",2,304600.00
"2017-06-29 11:28:00",3,179800.00
"2017-06-29 11:29:00",3,283900.00
"2017-06-29 11:30:00",1,136400.00
"2017-06-29 11:31:00",3,100400.00
"2017-06-29 11:32:00",3,136300.00
"2017-06-29 11:34:00",2,153600.00
"2017-06-29 11:35:00",1,111600.00
"2017-06-29 11:36:00",2,35000.00
"2017-06-29 11:37:00",1,260900.00
"2017-06-29 11:38:00",1,13600.00
"2017-06-29 11:39:00",2,301100.00
"2017-06-29 11:41:00",3,136200.00
"2017-06-29 11:42:00",2,128100.00
"2017-06-29 11:43:00",1,36200.00
"2017-06-29 11:45:00",2,88600.00
"2017-06-29 11:46:00",1,62800.00
"2017-06-29 11:49:00",1,56600.00
"2017-06-29 11:50:00",1,73200.00
"2017-06-29 11:51:00",4,351500.00
"2017-06-29 11:52:00",3,302800.00
"2017-06-29 11:54:00",4,230300.00
"2017-06-29 11:55:00",2,161600.00
"2017-06-29 11:56:00",1,8200.00
"2017-06-29 11:57:00",3,80500.00
"2017-06-29 12:01:00",2,47000.00
"2017-06-29 12:02:00",1,6000.00
"2017-06-29 12:04:00",1,113100.00
"2017-06-29 12:05:00",1,28000.00
"2017-06-29 12:07:00",2,187000.00
"2017-06-29 12:08:00",1,27700.00
"2017-06-29 12:09:00",3,392400.00
"2017-06-29 12:11:00",1,56000.00
"2017-06-29 12:12:00",1,10600.00
"2017-06-29 12:13:00",2,260000.00
"2017-06-29 12:15:00",2,149200.00
"2017-06-29 12:16:00",2,80600.00
"2017-06-29 12:17:00",1,55800.00
"2017-06-29 12:18:00",4,254000.00
"2017-06-29 12:19:00",2,222100.00
"2017-06-29 12:20:00",1,28000.00
"2017-06-29 12:24:00",1,86300.00
"2017-06-29 12:25:00",1,22000.00
"2017-06-29 12:27:00",3,181000.00
"2017-06-29 12:28:00",2,84600.00
"2017-06-29 12:29:00",1,45100.00
"2017-06-29 12:30:00",2,76400.00
"2017-06-29 12:31:00",4,343200.00
"2017-06-29 12:32:00",1,16000.00
"2017-06-29 12:33:00",3,73400.00
"2017-06-29 12:35:00",1,125400.00
"2017-06-29 12:36:00",1,6000.00
"2017-06-29 12:37:00",2,57900.00
"2017-06-29 12:38:00",3,164400.00
"2017-06-29 12:39:00",2,116500.00
"2017-06-29 12:40:00",3,266100.00
"2017-06-29 12:41:00",2,144000.00
"2017-06-29 12:42:00",2,117200.00
"2017-06-29 12:43:00",2,89800.00
"2017-06-29 12:44:00",2,151700.00
"2017-06-29 12:45:00",2,179000.00
"2017-06-29 12:46:00",1,58600.00
"2017-06-29 12:47:00",1,170500.00
"2017-06-29 12:48:00",2,96700.00
