flight_id,flight_no,departure_delay_minutes
8650,PG0507,1
8653,PG0507,2
8654,PG0507,7
8655,PG0507,5
8660,PG0507,6
8663,PG0507,2
8665,PG0507,3
8667,PG0507,2
8668,PG0507,5
8669,PG0507,6
8675,PG0507,5
8676,PG0507,3
8677,PG0507,2
8680,PG0507,184
8682,PG0507,222
8687,PG0507,2
8688,PG0507,2
8690,PG0507,4
8691,PG0507,1
8692,PG0507,4
8693,PG0507,4
8695,PG0507,4
8696,PG0507,4
8697,PG0507,5
8698,PG0507,1
8700,PG0507,6
8703,PG0507,4
8707,PG0507,1
8709,PG0507,3
8712,PG0132,2
8714,PG0132,1
8715,PG0132,4
8718,PG0132,1
8720,PG0132,1
8724,PG0132,3
8726,PG0132,1
8728,PG0132,6
8730,PG0132,2
8733,PG0132,1
8734,PG0132,4
8735,PG0132,1
8738,PG0132,3
8739,PG0132,3
8740,PG0132,2
8744,PG0132,4
8745,PG0132,5
8746,PG0132,2
8748,PG0132,167
8749,PG0132,209
8752,PG0132,2
8754,PG0132,4
8755,PG0132,5
8759,PG0132,4
8762,PG0132,3
8763,PG0132,205
8765,PG0132,207
8766,PG0132,4
8767,PG0132,5
8770,PG0132,5
8772,PG0243,2
8773,PG0243,4
8779,PG0243,5
8782,PG0243,4
8784,PG0243,2
8786,PG0243,2
8788,PG0243,2
8791,PG0243,5
8793,PG0243,3
8796,PG0243,1
8797,PG0243,4
8806,PG0243,4
8807,PG0243,2
8809,PG0243,188
8810,PG0243,2
8811,PG0243,3
8812,PG0243,2
8813,PG0243,1
8814,PG0243,3
8815,PG0243,6
8817,PG0243,4
8820,PG0243,5
8821,PG0243,3
8822,PG0243,3
8828,PG0243,2
8829,PG0243,1
8831,PG0243,4
8833,PG0438,1
8836,PG0438,2
8837,PG0439,5
8840,PG0439,1
8841,PG0438,3
8845,PG0439,2
8846,PG0438,1
8849,PG0438,3
8850,PG0439,2
8851,PG0438,4
8852,PG0439,4
8859,PG0439,5
8860,PG0438,2
8861,PG0439,3
8862,PG0438,5
8869,PG0438,2
8870,PG0439,2
8871,PG0439,3
8872,PG0438,4
8873,PG0438,2
8874,PG0439,2
8875,PG0438,4
8876,PG0439,5
8878,PG0438,2
8879,PG0439,196
8880,PG0439,4
8881,PG0438,3
8887,PG0439,6
8888,PG0438,1
8894,PG0439,1
8897,PG0438,2
8898,PG0439,3
8903,PG0439,2
8904,PG0438,3
8905,PG0438,3
8906,PG0439,3
8907,PG0438,5
8908,PG0439,3
8909,PG0439,2
8910,PG0438,2
8911,PG0438,5
8912,PG0439,8
8913,PG0438,2
8914,PG0439,2
8919,PG0438,3
8920,PG0439,3
8921,PG0439,3
8922,PG0439,3
8924,PG0438,3
8928,PG0438,1
8931,PG0438,2
8932,PG0439,6
8939,PG0439,4
8940,PG0438,1
8941,PG0438,2
8943,PG0439,5
8945,PG0439,5
8947,PG0438,3
8948,PG0439,2
8949,PG0439,1
8950,PG0438,4
8957,PG0156,3
8958,PG0156,5
8961,PG0156,2
8963,PG0156,1
8965,PG0156,2
8966,PG0156,1
8969,PG0156,4
8970,PG0156,214
8973,PG0156,1
8976,PG0156,2
8977,PG0156,1
8978,PG0156,3
8980,PG0156,2
8985,PG0156,3
8986,PG0156,2
8987,PG0156,3
8988,PG0156,2
8990,PG0156,2
8992,PG0156,3
8994,PG0156,2
8995,PG0156,3
8997,PG0156,6
9001,PG0156,1
9003,PG0156,194
9004,PG0156,2
9006,PG0156,4
9012,PG0156,1
9013,PG0156,3
9014,PG0156,1
9017,PG0114,5
9019,PG0114,5
9020,PG0114,4
9021,PG0114,1
9024,PG0114,176
9027,PG0114,2
9029,PG0114,1
9032,PG0114,3
9034,PG0523,1
9036,PG0523,3
9037,PG0523,2
9039,PG0523,3
9042,PG0523,1
9046,PG0523,3
9048,PG0523,2
9049,PG0523,5
9050,PG0245,3
9053,PG0245,5
9055,PG0245,2
9056,PG0245,3
9057,PG0245,183
9061,PG0571,4
9062,PG0571,6
9063,PG0571,3
9066,PG0571,4
9068,PG0571,3
9069,PG0571,2
9070,PG0571,7
9071,PG0571,3
9075,PG0571,5
9076,PG0571,1
9077,PG0571,2
9078,PG0571,2
9079,PG0571,6
9085,PG0571,5
9087,PG0571,2
9088,PG0571,2
9089,PG0571,5
9097,PG0571,3
9099,PG0571,2
9100,PG0571,2
9103,PG0571,5
9104,PG0571,1
9106,PG0571,3
9110,PG0571,6
9111,PG0571,1
9114,PG0571,5
9115,PG0571,219
9116,PG0571,5
9117,PG0571,4
9118,PG0571,2
9120,PG0339,4
9123,PG0339,1
9124,PG0339,1
9126,PG0339,1
9127,PG0339,3
9130,PG0685,3
9131,PG0685,3
9135,PG0685,4
9136,PG0685,3
9138,PG0685,3
9139,PG0685,2
9140,PG0685,4
9141,PG0685,5
9142,PG0685,2
9144,PG0685,5
9151,PG0685,3
9152,PG0685,3
9153,PG0685,4
9154,PG0685,2
9156,PG0685,1
9158,PG0685,2
9160,PG0685,5
9161,PG0685,4
9162,PG0685,2
9163,PG0685,5
9164,PG0685,1
9167,PG0685,2
9168,PG0685,3
9170,PG0685,3
9174,PG0685,1
9175,PG0685,3
9177,PG0685,5
9179,PG0685,3
9180,PG0685,7
9189,PG0685,3
9190,PG0271,3
9191,PG0271,4
9192,PG0271,4
9200,PG0271,4
9203,PG0271,198
9204,PG0271,1
9206,PG0271,1
9209,PG0188,3
9210,PG0188,5
9214,PG0188,174
9215,PG0188,5
9217,PG0188,1
9218,PG0188,2
9226,PG0188,4
9227,PG0188,1
9230,PG0188,7
9231,PG0188,4
9233,PG0188,3
9235,PG0188,2
9236,PG0188,3
9237,PG0188,3
9239,PG0188,3
9242,PG0188,4
9246,PG0188,3
9250,PG0188,5
9251,PG0188,2
9252,PG0188,4
9253,PG0188,152
9255,PG0188,2
9258,PG0188,5
9260,PG0188,3
9261,PG0188,2
9262,PG0188,147
9264,PG0188,3
9265,PG0188,2
9266,PG0188,3
9267,PG0188,2
9268,PG0188,1
9269,PG0198,4
9272,PG0198,3
9274,PG0198,3
9276,PG0198,2
9278,PG0198,2
9280,PG0198,5
9281,PG0198,1
9284,PG0198,4
9285,PG0198,2
9289,PG0198,1
9290,PG0198,3
9295,PG0198,5
9297,PG0198,4
9298,PG0198,2
9299,PG0198,5
9303,PG0198,3
9306,PG0198,2
9307,PG0198,6
9308,PG0198,189
9309,PG0198,5
9310,PG0198,4
9311,PG0198,2
9313,PG0198,2
9316,PG0198,3
9318,PG0198,6
9319,PG0198,217
9324,PG0198,4
9325,PG0198,6
9326,PG0198,4
9328,PG0198,2
9329,PG0198,1
9332,PG0356,2
9333,PG0356,4
9334,PG0356,3
9336,PG0356,4
9338,PG0356,3
9341,PG0356,4
9344,PG0356,4
9348,PG0356,176
9352,PG0356,4
9354,PG0356,3
9356,PG0356,2
9359,PG0356,3
9360,PG0356,3
9361,PG0356,4
9362,PG0356,5
9373,PG0356,2
9374,PG0356,1
9377,PG0356,3
9378,PG0356,2
9379,PG0356,2
9380,PG0356,6
9381,PG0356,207
9382,PG0356,4
9385,PG0356,3
9386,PG0356,1
9388,PG0356,2
9389,PG0356,3
9390,PG0356,7
9391,PG0436,5
9392,PG0436,1
9393,PG0436,1
9394,PG0436,4
9395,PG0436,6
9399,PG0436,1
9400,PG0436,4
9401,PG0436,4
9402,PG0436,1
9403,PG0436,4
9405,PG0436,2
9408,PG0436,2
9410,PG0436,1
9413,PG0436,1
9416,PG0436,1
9417,PG0436,7
9420,PG0436,2
9422,PG0436,158
9424,PG0436,2
9426,PG0436,2
9427,PG0436,1
9428,PG0436,1
9433,PG0436,191
9434,PG0436,5
9435,PG0436,4
9436,PG0436,5
9440,PG0436,3
9442,PG0436,2
9445,PG0436,3
9446,PG0436,3
9449,PG0436,2
9452,PG0360,5
9456,PG0360,4
9457,PG0360,4
9459,PG0360,7
9466,PG0360,5
9467,PG0360,9
9469,PG0360,1
9470,PG0360,3
9471,PG0360,2
9472,PG0360,2
9473,PG0360,4
9475,PG0360,1
9476,PG0360,3
9477,PG0360,6
9480,PG0360,4
9482,PG0360,2
9483,PG0360,1
9484,PG0360,3
9486,PG0360,2
9490,PG0360,3
9492,PG0360,194
9493,PG0360,3
9494,PG0360,4
9496,PG0360,2
9498,PG0360,2
9501,PG0360,1
9503,PG0360,2
9504,PG0360,1
9508,PG0360,5
9511,PG0360,3
9512,PG0360,6
9515,PG0285,2
9519,PG0285,1
9521,PG0285,3
9522,PG0285,218
9526,PG0285,2
9528,PG0285,3
9531,PG0285,7
9533,PG0285,4
9538,PG0285,1
9541,PG0285,1
9545,PG0285,5
9547,PG0285,1
9550,PG0285,5
9551,PG0285,4
9552,PG0285,3
9553,PG0285,3
9554,PG0285,1
9555,PG0285,5
9556,PG0285,6
9557,PG0285,1
9558,PG0285,5
9559,PG0285,6
9561,PG0285,4
9563,PG0285,2
9564,PG0285,173
9565,PG0285,4
9568,PG0285,9
9569,PG0285,5
9574,PG0488,7
9576,PG0488,4
9577,PG0488,2
9580,PG0488,7
9581,PG0488,4
9582,PG0488,2
9583,PG0488,3
9586,PG0488,3
9587,PG0488,3
9589,PG0488,7
9591,PG0488,1
9592,PG0488,4
9594,PG0488,5
9596,PG0488,2
9598,PG0488,1
9601,PG0488,5
9602,PG0488,8
9603,PG0488,5
9604,PG0488,173
9605,PG0488,2
9609,PG0488,3
9613,PG0488,4
9614,PG0488,1
9616,PG0488,1
9617,PG0488,5
9621,PG0488,5
9626,PG0488,184
9629,PG0488,4
9630,PG0488,3
9633,PG0488,2
9637,PG0410,4
9638,PG0410,3
9639,PG0410,2
9640,PG0410,2
9641,PG0410,2
9643,PG0410,4
9644,PG0410,4
9646,PG0410,4
9651,PG0410,2
9653,PG0410,5
9654,PG0410,6
9655,PG0410,2
9656,PG0410,3
9657,PG0410,5
9658,PG0410,3
9659,PG0410,3
9661,PG0410,3
9662,PG0410,2
9664,PG0410,5
9667,PG0410,2
9668,PG0410,3
9671,PG0410,1
9677,PG0410,2
9678,PG0410,4
9679,PG0410,6
9683,PG0410,2
9684,PG0410,4
9685,PG0410,4
9687,PG0410,4
9690,PG0410,3
9691,PG0410,7
9697,PG0077,3
9699,PG0078,7
9701,PG0078,4
9703,PG0077,3
9704,PG0077,4
9706,PG0077,1
9708,PG0077,3
9709,PG0078,1
9710,PG0077,2
9711,PG0078,248
9712,PG0078,1
9713,PG0077,5
9714,PG0078,2
9718,PG0077,6
9720,PG0078,2
9722,PG0077,3
9724,PG0078,1
9725,PG0077,2
9727,PG0078,2
9728,PG0077,1
9734,PG0077,1
9735,PG0078,2
9736,PG0078,2
9738,PG0077,5
9739,PG0078,2
9741,PG0077,6
9742,PG0078,3
9744,PG0077,3
9746,PG0078,7
9750,PG0078,5
9755,PG0077,5
9757,PG0077,1
9758,PG0078,5
9763,PG0078,1
9766,PG0077,6
9768,PG0077,227
9771,PG0078,1
9772,PG0077,2
9774,PG0078,5
9775,PG0078,2
9777,PG0078,2
9778,PG0077,5
9787,PG0078,3
9790,PG0077,4
9791,PG0078,202
9792,PG0078,4
9794,PG0077,2
9795,PG0077,3
9796,PG0078,2
9800,PG0077,4
9801,PG0078,3
9807,PG0077,2
9808,PG0078,3
9813,PG0077,6
9814,PG0077,2
9817,PG0078,2
9818,PG0223,2
9819,PG0223,2
9820,PG0223,2
9821,PG0223,1
9825,PG0223,1
9829,PG0223,1
9831,PG0223,2
9834,PG0223,4
9835,PG0223,1
9836,PG0223,3
9837,PG0223,4
9838,PG0223,3
9841,PG0223,6
9844,PG0223,6
9845,PG0223,181
9846,PG0223,3
9847,PG0223,2
9849,PG0223,1
9853,PG0223,6
9862,PG0223,4
9864,PG0223,4
9869,PG0223,4
9870,PG0223,2
9872,PG0223,3
9873,PG0223,3
9875,PG0223,2
9877,PG0223,6
9878,PG0223,3
9879,PG0278,2
9880,PG0278,4
9882,PG0278,7
9883,PG0278,5
9888,PG0278,1
9889,PG0278,4
9890,PG0278,5
9891,PG0278,256
9893,PG0278,1
9901,PG0278,3
9906,PG0278,5
9907,PG0278,1
9908,PG0278,2
9909,PG0278,4
9914,PG0278,3
9915,PG0278,203
9917,PG0278,3
9922,PG0278,4
9925,PG0278,211
9926,PG0278,1
9927,PG0278,2
9929,PG0278,1
9931,PG0278,3
9932,PG0278,1
9933,PG0278,200
9934,PG0278,3
9935,PG0278,3
9936,PG0278,3
9938,PG0278,5
9939,PG0278,1
9940,PG0204,4
9945,PG0205,4
9949,PG0204,3
9950,PG0205,1
9951,PG0205,4
9953,PG0205,3
9955,PG0205,186
9959,PG0204,5
9962,PG0204,2
9964,PG0204,2
9969,PG0204,4
9970,PG0205,1
9971,PG0205,3
9972,PG0205,4
9973,PG0204,3
9976,PG0205,1
9977,PG0204,1
9979,PG0204,2
9980,PG0205,2
9981,PG0204,2
9984,PG0204,2
9986,PG0204,2
9987,PG0205,5
9988,PG0205,2
9991,PG0205,187
9997,PG0204,1
9998,PG0204,3
10002,PG0204,1
10004,PG0204,1
10005,PG0204,4
10007,PG0204,4
10008,PG0205,4
10009,PG0204,5
10011,PG0204,6
10012,PG0205,3
10013,PG0204,4
10014,PG0205,4
10019,PG0204,4
10021,PG0205,2
10022,PG0205,4
10028,PG0205,2
10030,PG0204,1
10031,PG0205,2
10034,PG0205,3
10035,PG0205,4
10037,PG0204,3
10040,PG0204,160
10042,PG0205,3
10043,PG0204,2
10047,PG0205,4
10048,PG0204,2
10049,PG0205,4
10051,PG0204,5
10053,PG0205,179
10054,PG0205,2
10055,PG0205,4
10056,PG0204,1
10057,PG0205,6
10058,PG0204,2
10061,PG0205,3
10063,PG0186,3
10064,PG0186,4
10068,PG0186,1
10069,PG0186,3
10070,PG0186,4
10073,PG0186,3
10074,PG0186,5
10077,PG0186,3
10078,PG0186,4
10080,PG0186,4
10081,PG0186,2
10082,PG0186,1
10085,PG0186,2
10087,PG0186,3
10088,PG0186,4
10095,PG0186,2
10096,PG0186,4
10099,PG0186,3
10103,PG0186,3
10106,PG0186,2
10110,PG0186,3
10111,PG0186,2
10112,PG0186,3
10113,PG0186,4
10114,PG0186,1
10116,PG0186,3
10117,PG0186,1
10119,PG0186,1
10122,PG0186,3
10125,PG0583,213
10128,PG0584,1
10134,PG0583,2
10135,PG0583,2
10136,PG0584,3
10137,PG0584,3
10139,PG0583,1
10143,PG0583,3
10145,PG0584,1
10148,PG0583,3
10149,PG0583,2
10152,PG0584,4
10153,PG0584,5
10154,PG0583,4
10157,PG0583,4
10158,PG0584,5
10160,PG0584,2
10161,PG0583,2
10162,PG0584,181
10164,PG0583,5
10166,PG0584,3
10168,PG0584,5
10169,PG0584,2
10170,PG0583,5
10172,PG0583,5
10177,PG0583,200
10179,PG0584,201
10180,PG0583,3
10181,PG0583,5
10184,PG0583,2
10190,PG0583,160
10192,PG0584,3
10193,PG0583,3
10196,PG0584,2
10201,PG0583,2
10202,PG0583,4
10204,PG0584,3
10207,PG0584,176
10209,PG0583,168
10211,PG0583,5
10212,PG0583,3
10213,PG0583,2
10215,PG0584,3
10217,PG0584,4
10218,PG0584,2
10220,PG0584,7
10221,PG0584,5
10222,PG0583,3
10224,PG0583,2
10229,PG0584,7
10230,PG0584,8
10231,PG0583,6
10232,PG0583,4
10234,PG0584,1
10235,PG0584,2
10242,PG0584,7
10244,PG0584,2
10245,PG0390,1
10246,PG0390,5
10250,PG0390,1
10251,PG0390,4
10254,PG0390,3
10255,PG0390,5
10256,PG0390,5
10258,PG0390,8
10260,PG0390,2
10263,PG0390,4
10265,PG0390,3
10266,PG0390,3
10267,PG0390,1
10268,PG0390,7
10276,PG0390,4
10278,PG0390,2
10280,PG0390,3
10282,PG0390,2
10286,PG0390,4
10287,PG0390,3
10294,PG0390,4
10295,PG0390,3
10297,PG0390,2
10299,PG0390,4
10300,PG0390,3
10302,PG0390,2
10303,PG0390,4
10304,PG0390,2
10305,PG0390,3
10306,PG0083,1
10309,PG0083,2
10310,PG0083,2
10312,PG0083,3
10314,PG0083,6
10315,PG0376,3
10316,PG0376,5
10319,PG0376,5
10321,PG0376,5
10322,PG0376,2
10324,PG0376,2
10326,PG0376,2
10333,PG0376,4
10335,PG0376,5
10337,PG0376,3
10339,PG0376,5
10340,PG0376,2
10342,PG0376,3
10343,PG0376,2
10344,PG0376,1
10345,PG0376,1
10349,PG0376,3
10351,PG0376,4
10352,PG0376,6
10353,PG0376,3
10354,PG0376,1
10358,PG0376,5
10359,PG0376,2
10368,PG0376,176
10371,PG0376,1
10372,PG0376,2
10373,PG0376,2
10374,PG0376,3
10375,PG0376,2
10376,PG0574,5
10379,PG0573,3
10381,PG0573,9
10383,PG0574,3
10386,PG0574,4
10388,PG0573,7
10391,PG0574,6
10394,PG0573,1
10398,PG0574,6
10401,PG0573,3
10403,PG0573,2
10404,PG0574,2
10405,PG0574,3
10406,PG0573,4
10408,PG0574,2
10413,PG0573,5
10415,PG0573,3
10416,PG0574,4
10417,PG0573,3
10418,PG0573,6
10421,PG0574,5
10426,PG0574,2
10427,PG0573,3
10428,PG0574,6
10429,PG0573,3
10431,PG0574,3
10432,PG0573,3
10442,PG0573,4
10443,PG0574,4
10444,PG0574,1
10445,PG0574,4
10446,PG0573,187
10447,PG0573,1
10451,PG0573,1
10452,PG0573,3
10454,PG0573,4
10455,PG0574,2
10460,PG0574,5
10461,PG0573,1
10462,PG0573,207
10463,PG0573,4
10465,PG0573,2
10466,PG0574,1
10469,PG0574,1
10471,PG0573,2
10473,PG0574,2
10475,PG0574,5
10476,PG0573,4
10477,PG0574,5
10478,PG0573,2
10484,PG0574,7
10485,PG0574,4
10486,PG0573,3
10489,PG0573,176
10490,PG0574,3
10491,PG0574,3
10492,PG0573,5
10493,PG0573,4
10494,PG0574,2
10499,PG0323,6
10503,PG0323,2
10505,PG0323,1
10506,PG0323,1
10507,PG0323,4
10508,PG0323,3
10509,PG0323,5
10511,PG0323,2
10512,PG0323,2
10516,PG0323,184
10518,PG0323,4
10520,PG0323,2
10522,PG0323,5
10523,PG0323,5
10525,PG0323,3
10527,PG0323,3
10529,PG0323,2
10531,PG0323,1
10532,PG0323,1
10533,PG0323,4
10534,PG0323,4
10537,PG0323,1
10540,PG0323,3
10543,PG0323,5
10544,PG0323,5
10549,PG0323,3
10550,PG0323,6
10552,PG0323,2
10553,PG0323,4
10555,PG0323,5
10560,PG0296,1
10565,PG0295,4
10567,PG0296,2
10569,PG0296,1
10570,PG0295,1
10571,PG0296,3
10574,PG0296,2
10581,PG0295,3
10586,PG0295,1
10588,PG0296,2
10589,PG0295,2
10590,PG0295,2
10592,PG0296,2
10593,PG0296,2
10594,PG0295,2
10595,PG0296,1
10599,PG0296,5
10606,PG0295,3
10607,PG0296,2
10608,PG0295,4
10609,PG0296,4
10614,PG0295,3
10615,PG0296,3
10625,PG0295,2
10628,PG0295,4
10629,PG0295,3
10630,PG0296,1
10634,PG0295,6
10635,PG0296,6
10636,PG0295,6
10637,PG0296,1
10640,PG0296,3
10642,PG0295,3
10643,PG0295,3
10645,PG0296,2
10647,PG0295,3
10649,PG0295,3
10652,PG0296,1
10653,PG0296,3
10654,PG0296,3
10655,PG0296,2
10656,PG0295,1
10657,PG0295,2
10659,PG0296,2
10661,PG0295,4
10662,PG0296,7
10663,PG0295,3
10664,PG0295,4
10665,PG0296,3
10666,PG0295,2
10667,PG0296,1
10668,PG0295,3
10669,PG0295,4
10672,PG0296,2
10676,PG0296,3
10677,PG0295,2
10678,PG0296,4
10679,PG0295,4
10680,PG0295,3
10681,PG0311,3
10683,PG0311,3
10684,PG0311,1
10685,PG0311,3
10689,PG0311,2
10690,PG0311,3
10691,PG0311,5
10694,PG0311,1
10696,PG0311,5
10699,PG0311,2
10700,PG0311,1
10703,PG0311,2
10704,PG0311,2
10710,PG0311,5
10712,PG0311,3
10713,PG0311,2
10715,PG0311,4
10720,PG0311,1
10722,PG0311,2
10723,PG0311,2
10725,PG0311,1
10728,PG0311,5
10730,PG0311,1
10732,PG0311,4
10734,PG0311,1
10735,PG0311,2
10736,PG0311,7
10739,PG0311,5
10741,PG0311,4
10744,PG0655,2
10745,PG0655,1
10750,PG0655,4
10752,PG0655,3
10753,PG0655,1
10755,PG0655,1
10757,PG0655,3
10760,PG0655,4
10762,PG0655,2
10764,PG0655,4
10765,PG0655,3
10768,PG0655,210
10770,PG0655,1
10771,PG0655,1
10772,PG0655,7
10773,PG0655,1
10774,PG0655,6
10776,PG0655,1
10778,PG0655,1
10781,PG0655,160
10785,PG0655,4
10788,PG0655,1
10790,PG0655,2
10791,PG0655,1
10793,PG0655,2
10794,PG0655,2
10796,PG0655,3
10798,PG0655,2
10799,PG0655,4
10800,PG0655,6
10802,PG0655,1
10805,PG0287,4
10807,PG0287,5
10811,PG0287,1
10812,PG0287,6
10813,PG0287,3
10814,PG0287,5
10815,PG0287,3
10817,PG0287,233
10818,PG0287,4
10820,PG0287,8
10822,PG0287,4
10823,PG0287,3
10826,PG0287,3
10828,PG0287,4
10829,PG0287,4
10830,PG0287,1
10833,PG0287,2
10834,PG0287,4
10835,PG0287,5
10836,PG0287,4
10837,PG0287,4
10838,PG0287,4
10839,PG0287,2
10841,PG0287,4
10844,PG0287,4
10850,PG0287,3
10851,PG0287,2
10857,PG0287,6
10858,PG0287,7
10861,PG0287,7
10865,PG0047,5
10866,PG0047,2
10867,PG0047,216
10870,PG0047,5
10872,PG0047,4
10873,PG0226,5
10874,PG0226,2
10875,PG0226,5
10881,PG0226,3
10882,PG0226,4
10884,PG0226,243
10885,PG0226,5
10886,PG0226,3
10892,PG0226,4
10895,PG0226,3
10896,PG0226,3
10901,PG0226,3
10903,PG0226,4
10905,PG0226,5
10906,PG0226,2
10911,PG0226,1
10912,PG0226,4
10914,PG0226,2
10915,PG0226,3
10916,PG0226,2
10920,PG0226,6
10922,PG0226,5
10924,PG0226,3
10926,PG0226,2
10928,PG0226,3
10929,PG0226,2
10930,PG0226,2
10931,PG0226,5
10932,PG0226,4
10933,PG0226,2
10934,PG0588,4
10935,PG0588,3
10936,PG0587,4
10941,PG0587,3
10942,PG0588,5
10946,PG0588,1
10947,PG0587,8
10949,PG0588,4
10950,PG0587,3
10956,PG0587,1
10957,PG0588,2
10960,PG0587,3
10962,PG0588,1
10963,PG0587,4
10964,PG0588,2
10966,PG0587,3
10967,PG0588,2
10971,PG0588,3
10972,PG0587,190
10974,PG0588,4
10975,PG0588,4
10976,PG0587,3
10977,PG0588,2
10978,PG0587,5
10979,PG0587,6
10980,PG0588,2
10981,PG0587,1
10983,PG0588,6
10988,PG0588,3
10990,PG0587,164
10991,PG0588,5
10992,PG0587,4
10995,PG0588,5
10996,PG0587,4
11001,PG0587,1
11002,PG0588,3
11013,PG0587,4
11015,PG0588,2
11018,PG0588,219
11019,PG0587,3
11024,PG0587,208
11025,PG0588,3
11028,PG0587,2
11029,PG0588,5
11032,PG0588,4
11037,PG0587,1
11038,PG0588,3
11039,PG0588,2
11040,PG0587,2
11041,PG0587,3
11042,PG0588,1
11044,PG0587,4
11046,PG0587,5
11047,PG0588,3
11048,PG0588,1
11049,PG0587,3
11051,PG0587,4
11054,PG0587,163
11055,PG0588,6
11056,PG0140,1
11060,PG0140,1
11061,PG0140,2
11062,PG0140,3
11063,PG0140,2
11065,PG0140,5
11069,PG0140,3
11072,PG0140,2
11073,PG0569,1
11074,PG0569,4
11077,PG0569,1
11079,PG0569,3
11081,PG0569,2
11083,PG0569,3
11084,PG0569,3
11089,PG0569,2
11090,PG0569,3
11091,PG0569,4
11093,PG0569,4
11095,PG0569,4
11096,PG0569,3
11098,PG0569,2
11104,PG0569,4
11105,PG0569,3
11106,PG0569,2
11108,PG0569,4
11110,PG0569,196
11111,PG0569,3
11112,PG0569,172
11115,PG0569,2
11117,PG0569,2
11119,PG0569,5
11121,PG0569,1
11125,PG0569,1
11127,PG0569,3
11130,PG0569,4
11134,PG0434,4
11135,PG0434,1
11138,PG0434,7
11139,PG0434,4
11140,PG0434,2
11143,PG0343,2
11145,PG0343,3
11148,PG0343,1
11149,PG0343,5
11155,PG0343,2
11156,PG0343,5
11159,PG0343,2
11162,PG0597,9
11163,PG0597,4
11165,PG0597,1
11166,PG0597,4
11167,PG0597,4
11168,PG0597,2
11171,PG0597,5
11174,PG0597,1
11176,PG0597,4
11179,PG0378,2
11180,PG0378,6
11182,PG0378,2
11186,PG0378,1
11188,PG0378,2
11189,PG0378,3
11190,PG0378,2
11191,PG0378,6
11192,PG0378,4
11199,PG0378,4
11201,PG0378,5
11205,PG0378,3
11206,PG0378,5
11207,PG0378,3
11208,PG0378,3
11210,PG0378,2
11212,PG0378,4
11214,PG0378,6
11215,PG0378,6
11217,PG0378,3
11218,PG0378,1
11220,PG0378,1
11221,PG0378,2
11223,PG0378,2
11224,PG0378,5
11229,PG0378,7
11232,PG0378,3
11234,PG0378,2
11235,PG0378,4
11241,PG0102,3
11242,PG0103,202
11243,PG0102,4
11246,PG0102,3
11247,PG0103,6
11248,PG0102,5
11249,PG0103,5
11250,PG0102,3
11254,PG0102,4
11255,PG0103,248
11258,PG0103,3
11259,PG0102,1
11261,PG0102,3
11266,PG0103,4
11272,PG0103,2
11273,PG0103,3
11275,PG0102,2
11276,PG0102,2
11277,PG0102,222
11278,PG0103,6
11282,PG0103,5
11283,PG0102,2
11284,PG0103,7
11285,PG0102,2
11287,PG0102,190
11289,PG0103,4
11293,PG0103,2
11294,PG0103,2
11295,PG0102,5
11298,PG0103,1
11299,PG0103,2
11300,PG0102,1
11302,PG0102,4
11309,PG0102,5
11312,PG0103,4
11313,PG0102,5
11314,PG0103,1
11317,PG0102,2
11319,PG0102,230
11320,PG0103,1
11324,PG0102,4
11326,PG0103,2
11328,PG0103,1
11332,PG0103,1
11333,PG0102,3
11334,PG0102,2
11335,PG0103,3
11338,PG0102,2
11340,PG0103,4
11341,PG0103,4
11342,PG0102,3
11344,PG0102,2
11346,PG0102,3
11348,PG0103,1
11350,PG0102,4
11351,PG0103,4
11352,PG0102,4
11353,PG0103,1
11355,PG0102,3
11357,PG0103,6
11358,PG0103,3
11360,PG0103,1
11363,PG0599,2
11364,PG0599,2
11365,PG0599,10
11367,PG0599,2
11370,PG0599,4
11374,PG0599,3
11376,PG0599,1
11378,PG0599,2
11380,PG0599,4
11381,PG0599,2
11384,PG0599,2
11386,PG0599,3
11387,PG0599,2
11389,PG0599,3
11391,PG0599,4
11392,PG0599,1
11394,PG0599,3
11399,PG0599,4
11401,PG0599,6
11402,PG0599,1
11404,PG0599,5
11405,PG0599,3
11408,PG0599,1
11411,PG0599,4
11412,PG0599,3
11415,PG0599,2
11417,PG0599,4
11419,PG0599,6
11421,PG0599,2
11422,PG0166,4
11423,PG0166,2
11424,PG0166,4
11426,PG0166,256
11427,PG0166,4
11429,PG0166,5
11432,PG0166,4
11433,PG0166,4
11434,PG0166,7
11435,PG0166,210
11437,PG0166,3
11443,PG0166,1
11444,PG0166,4
11447,PG0166,5
11448,PG0166,1
11450,PG0166,3
11452,PG0166,3
11453,PG0166,2
11455,PG0166,2
11456,PG0166,2
11458,PG0166,1
11463,PG0166,2
11464,PG0166,1
11465,PG0166,5
11467,PG0166,1
11469,PG0166,5
11472,PG0166,2
11474,PG0166,3
11477,PG0166,3
11478,PG0166,2
11481,PG0166,3
11483,PG0362,5
11486,PG0362,3
11487,PG0362,1
11489,PG0362,3
11492,PG0362,2
11496,PG0362,2
11497,PG0362,3
11498,PG0362,2
11501,PG0303,2
11503,PG0303,203
11505,PG0303,3
11508,PG0303,6
11509,PG0303,1
11510,PG0303,195
11514,PG0303,1
11519,PG0303,4
11520,PG0303,2
11521,PG0303,3
11523,PG0303,3
11524,PG0303,6
11528,PG0303,3
11531,PG0303,198
11533,PG0303,224
11536,PG0303,4
11538,PG0303,2
